"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","pH_phunits","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"21",512,"THAMES - NORTH EAST","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",34340,1,"TL",29835,9755,"TL2983509755","GB106038033392",46,1.1,37.65,3,8.5,31,13,73,11,4,232,NA,NA,NA,"1995-01-01","1975-04-21","2020-10-06",60,FALSE,1,5758,"LEE (THAMES)","TL2983509755",582505,1,"",2008-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",575170,"2008-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,155,5.34,35,184.8,5.28,NA,NA,NA,NA,NA,NA,NA,24,114,4.75,1.5,1.87,80.21,9.05,14.41,62.8,31,217,7,NA,NA,NA,NA,3,0,29,61,47.54,35,185.7,5.31,"No",2008,11,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0","TH-PLER0076",0.2635,9.355,0.03,9.455,16.995,7.835,97.1,9.2675,0.00067,0.02215,7,1,0.2875,4.175,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0",73,105,2,84,158,1,103,0,265,202,38,994,12,261
"22",513,"THAMES - NORTH EAST","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",34343,1,"TL",27886,13403,"TL2788613403","GB106038033270",49,3,18.19,2,9,26.33,2,77,11,10,260,NA,NA,NA,"1995-01-01","1980-01-07","2020-10-07",87,FALSE,1,5790,"MIMRAM","TL2788613403",580855,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",599263,"2010-03-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,157,5.61,32,177.1,5.53,37,65,1.76,5,7,7,12.3,23,116,5.04,21.77,26.9,80.93,10.32,13.25,77.89,27,199,7.37,41,311,7.59,47,76,61.84,33,57,57.89,32,178.2,5.57,"No",2008,10,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A","TH-PLER0091",0.0426666666666667,10.8333333333333,0.03,4.97333333333333,14.6633333333333,7.67666666666667,106.766666666667,4.99666666666667,0.000373333333333333,0.0217666666666667,4.96666666666667,NA,NA,NA,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A",136,604,1,10,196,0,244,0,214,46,53,1471,24,440
"23",514,"THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",34344,1,"TL",37056,27494,"TL3705627494","GB106038040140",80,2.5,11.59,1,3.7,10,12,77,4,6,272,NA,NA,NA,"1995-01-01","1983-08-09","2019-10-14",40,FALSE,1,5836,"RIB","TL3705627494",580986,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573338,"2008-11-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,73,4.56,18,81.8,4.54,17,28,1.65,5,3,5,8.24,12,55,4.58,10.76,14.07,76.47,6.77,9.19,73.67,14,101,7.21,20,147,7.35,22,47,46.81,19,38,50,18,82.5,4.58,"No",2008,10,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5","TH-PLER0126",1.59,7.05,0.035,15.1,12.97,7.04,67,15.1,9e-05,0.0239,3,NA,NA,NA,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5",130,70,0,200,129,0,30,0,0,145,26,744,7,159
"24",525,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2020-11-18",78,FALSE,1,6044,"ASH (LEE)","TL4242016910",577434,1,"",2008-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",599326,"2010-03-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,131,5.46,27,158.1,5.86,30,54,1.8,5,5,5,9,21,104,4.95,19.64,23.93,82.07,9.55,12.95,73.75,24,178,7.42,34,263,7.74,43,68,63.24,30,49,61.22,27,153.1,5.67,"No",2008,10,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",0.0285,9.16,0.0415,5.87,14.235,7.67,89.5,5.9,0.00047,0.02875,5.25,NA,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",221,66,0,145,42,0,102,0,85,44,46,716,15,144
"25",526,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2021-04-27",75,FALSE,1,6099,"ASH (LEE)","TL3770013300",579390,1,"",2008-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595604,"2010-02-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,128,5.82,24,144.8,6.03,29,50,1.72,5,5,5,8.62,21,105,5,22.27,27.54,80.86,8.05,11.68,68.92,23,170,7.39,35,266,7.6,41,71,57.75,28,44,63.64,24,139.9,5.83,"No",2008,10,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",0.405666666666667,9.16666666666667,0.0336666666666667,6.39,15.15,7.66333333333333,91.3333333333333,6.42333333333333,0.00045,0.0326666666666667,3.76666666666667,NA,NA,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",70,36,0,208,116,0,261,0,92,98,40,887,18,377
"26",565,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",34653,1,"SU",98380,55396,"SU9838055396","GB106039017900",25,1.2,11.5,3,5.3,54,1,42,35,23,93.8,NA,NA,NA,"1995-01-01","1995-04-12","2014-09-16",28,FALSE,1,6353,"STANFORD BROOK","SU9838055396",581011,1,"",2008-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",578333,"2009-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,159,5.68,30,164.8,5.49,NA,NA,NA,NA,NA,NA,NA,17,77,4.53,1.63,1.63,100,10.55,13.02,81.03,27,186,6.89,NA,NA,NA,NA,4,0,36,60,60,30,167.9,5.6,"No",2008,10,"B5A43D50-DE70-4C18-B699-D31F9AAF2137","TH-PWER0129",0.191,8.65,0.074,4.36,14.54,7.48,85.1,4.39,0.00058,0.0321,NA,NA,NA,NA,"B5A43D50-DE70-4C18-B699-D31F9AAF2137",314,2008,1,580,653,9,93,2,246,426,30,4332,12,748
"27",573,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OXON RAY",34676,1,"SP",68098,21070,"SP6809821070","GB106039030100",69,1.1,7.56,2,2,32.33,2,10,12,77,213,NA,NA,NA,"1995-01-01","1995-05-04","2016-11-11",17,FALSE,1,6414,"OXON RAY","SP6809821070",578692,1,"",2008-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579980,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,56,3.73,17,66.5,3.91,NA,NA,NA,NA,NA,NA,NA,12,37,3.08,1.5,1.87,80.21,1.5,4.67,32.12,13,84,6.46,NA,NA,NA,NA,2,0,8,32,25,17,66.2,3.89,"No",2008,9,"09C49C45-BF1A-4D94-9C87-A82771FC0FD7","TH-PCHR0042",0.138666666666667,7.63333333333333,0.118666666666667,1.106,16.5133333333333,7.73,78.6333333333333,1.15666666666667,0.00204333333333333,0.0489333333333333,18.3,2,NA,NA,"09C49C45-BF1A-4D94-9C87-A82771FC0FD7",13,715,0,3,2,0,0,0,240,12,19,996,1,2
"28",599,"THAMES - WEST","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",35049,1,"SP",3183,15288,"SP0318315288","GB106039029990",145,3.5,13.46,4,2.9,26.67,4,49,33,13,184,NA,NA,NA,"1995-01-01","1991-01-14","2008-10-23",14,FALSE,1,6572,"COLN","SP0318315288",582328,1,"",2008-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579977,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,92,5.41,18,102.3,5.68,NA,NA,NA,NA,NA,NA,NA,14,81,5.79,2.13,2.13,100,7.02,8.7,80.69,17,132,7.76,NA,NA,NA,NA,3,0,23,35,65.71,18,99.6,5.53,"No",2008,10,"0D19654D-3927-4701-8B36-7DD10531252A","TH-PUTR0040",0.059,10.035,0.03,7.65,15.095,8.24,99.8,7.67,0.000795,0.0202,24.6,NA,NA,NA,"0D19654D-3927-4701-8B36-7DD10531252A",96,989,0,15,66,0,142,0,22,2,23,1333,8,208
"29",637,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","HARCOURT BROOK",35136,1,"SP",42514,6568,"SP4251406568","GB106039030310",63,1.6,1.8,1,2.7,10.53,2,5,5,88,252,NA,NA,NA,"1995-01-01","1990-05-24","2015-09-17",18,FALSE,1,6859,"HARCOURT BROOK","SP4251406568",579044,1,"",2008-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579986,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,59,3.69,17,51.6,3.04,NA,NA,NA,NA,NA,NA,NA,12,46,3.83,0.5,0.5,100,0.5,6.13,8.16,15,83,5.53,NA,NA,NA,NA,3,0,4,40,10,17,58.2,3.42,"No",2008,9,"E8860B09-5D84-4628-9F67-AD764CD8A6D0","TH-PTHR0216",1.054,3.99,0.572,5.69,16.725,7.585,41.05,5.945,0.006345,0.255,NA,NA,NA,NA,"E8860B09-5D84-4628-9F67-AD764CD8A6D0",94,377,32,24,0,0,0,0,263,253,20,1071,0,0
"30",675,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SUL",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2019-11-05",39,FALSE,1,7176,"SUL","SU6423374102",581052,1,"",2008-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",575242,"2008-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,68,4.25,20,78.4,3.92,17,31,1.82,5,3,5,9.12,13,58,4.46,1.87,10.94,17.09,0.75,6.36,11.79,16,94,5.88,20,118,5.9,3,41,7.32,7,39,17.95,20,80.7,4.04,"No",2008,10,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.026,7.49666666666667,0.0456666666666667,1.40666666666667,14.2333333333333,7.46666666666667,73.4666666666667,1.43,0.00035,0.0210666666666667,NA,NA,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",5,26,0,23,31,0,4,0,13,389,29,522,4,35
"31",702,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",35360,1,"SU",67709,58378,"SU6770958378","GB106039017330",53,1.5,12.46,2,5.1,22.67,5,42,13,40,196,NA,NA,NA,"1995-01-01","1995-05-22","2014-09-16",20,FALSE,1,7431,"BOW BROOK","SU6770958378",579259,1,"",2008-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",577338,"2009-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,22,126.9,5.77,NA,NA,NA,NA,NA,NA,NA,15,80,5.33,2.63,2.63,100,10.79,14.91,72.37,20,152,7.6,NA,NA,NA,NA,4,0,30,46,65.22,22,123.7,5.62,"No",2008,10,"FDA5D022-8D18-4391-99A9-758FBE87D914","TH-PLDR0055",0.193666666666667,8.50333333333333,0.038,6.98333333333333,15.85,7.99666666666667,86.1,7.01333333333333,0.00096,0.0281666666666667,13.5,NA,NA,NA,"FDA5D022-8D18-4391-99A9-758FBE87D914",301,400,0,50,157,0,162,0,155,658,23,1883,9,319
"32",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7951,"KENNET","SU2273169574",582525,1,"",2008-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",578123,"2009-01-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,115,5.75,22,124.8,5.67,16,27,1.69,5,5,5,8.44,12,71,5.92,13.76,15.11,91.07,8.59,9.83,87.39,20,153,7.65,22,174,7.91,30,46,65.22,31,42,73.81,22,122.6,5.57,"No",2008,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.052,11.1,0.05,7.15333333333333,12.9666666666667,7.86666666666667,105.433333333333,7.18666666666667,0.00086,0.0325333333333333,4,NA,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",77,2000,18,100,351,0,75,0,11,103,31,2739,15,426
"33",800,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030333",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2017-09-22",41,FALSE,1,8700,"WINDRUSH","SP4019601720",580276,1,"",2008-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579723,"2009-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,92,5.75,16,99.6,6.23,13,27,2.08,5,3,5,10.38,13,78,6,13.63,14.98,90.99,8.26,9.71,85.07,14,114,8.14,17,140,8.24,22,34,64.71,22,30,73.33,16,96.5,6.03,"No",2008,10,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",0.108,9.36333333333333,0.161,5.7,15.4166666666667,8.09666666666667,93.9666666666667,5.73333333333333,0.00439333333333333,0.0330666666666667,32.8333333333333,NA,NA,NA,"247961AD-5079-468A-AA05-C27851449E22",28,350,1,70,20,0,162,0,37,8,20,676,8,182
"34",803,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334","GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,NA,NA,NA,"1995-01-01","1990-05-15","2014-09-18",24,FALSE,1,8769,"WEY","TQ0699561334",580615,1,"",2008-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",574908,"2008-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,153,5.67,31,170.8,5.51,NA,NA,NA,NA,NA,NA,NA,24,113,4.71,3.13,3.5,89.43,17.25,23.34,73.91,27,196,7.26,NA,NA,NA,NA,4,0,38,72,52.78,31,170,5.48,"No",2008,10,"C899B921-9DF1-4C25-AB4A-3178E08B8D03","TH-PWER0038",0.318,9.355,0.0885,5.44,17.1,7.77,97.2,5.51,0.001595,0.07025,NA,NA,NA,NA,"C899B921-9DF1-4C25-AB4A-3178E08B8D03",401,502,30,2020,1064,1,451,0,935,1050,33,6864,10,1515
"35",806,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35811,1,"SU",87320,32660,"SU8732032660","GB106039017700",111,6.5,5.652,1,3.7,21,12,57,20,12,74.2,NA,NA,NA,"1995-01-01","1990-03-19","2013-09-17",23,FALSE,1,8799,"WEY (SOUTH)","SU8732032660",579941,1,"",2008-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",577158,"2008-12-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,149,5.73,28,165.4,5.91,NA,NA,NA,NA,NA,NA,NA,18,101,5.61,2,2,100,15.26,19.16,79.65,24,186,7.75,NA,NA,NA,NA,5,0,40,64,62.5,28,165.6,5.91,"No",2008,10,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B","TH-PWER0026",0.657666666666667,9.33333333333333,0.0823333333333333,5.2,14.1266666666667,7.46666666666667,91.0333333333333,5.22,0.000623333333333333,0.0218666666666667,4.53333333333333,NA,NA,NA,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B",1013,530,81,1000,400,2,55,2,126,122,29,3332,10,457
"36",815,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35829,1,"SU",75612,41730,"SU7561241730","GB106039017830",86,2.2,6.08,1,7.6,35,17,30,33,20,260,NA,NA,NA,"1995-01-01","1990-01-11","2012-07-23",31,FALSE,1,8891,"WEY (NORTH)","SU7561241730",578657,1,"",2008-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573396,"2008-11-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,159,5.3,32,154.8,4.84,NA,NA,NA,NA,NA,NA,NA,22,102,4.64,1.63,2,81.5,8.75,15.62,56.02,28,184,6.57,NA,NA,NA,NA,3,0,23,66,34.85,32,160.6,5.02,"No",2008,9,"888C229D-126F-45D4-A185-C94907503013","TH-PWER0023",0.54,10.4833333333333,0.0326666666666667,7.73666666666667,15.9533333333333,8.01,106.2,7.79666666666667,0.000893333333333333,0.0559666666666667,3.46666666666667,NA,NA,6.05,"888C229D-126F-45D4-A185-C94907503013",74,110,4,4,428,20,281,0,164,630,33,1735,10,709
"37",816,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630","GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,NA,NA,NA,"1995-01-01","1990-03-19","2014-09-19",30,FALSE,1,8899,"WEY (NORTH)","SU8601046630",578659,1,"",2008-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",576001,"2008-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,148,5.92,27,159.7,5.91,NA,NA,NA,NA,NA,NA,NA,22,112,5.09,2,2,100,12.76,16.9,75.5,23,173,7.52,NA,NA,NA,NA,4,0,33,56,58.93,27,158.8,5.88,"No",2008,9,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66","TH-PWER0024",0.471333333333333,8.98333333333333,0.132666666666667,4.8,16.64,7.99666666666667,92.4666666666667,4.84,0.00377,0.0368666666666667,6.46666666666667,1.2,NA,5.6,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66",200,203,0,400,254,15,212,1,508,125,28,1925,11,467
"38",831,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2021-10-07",51,FALSE,1,9105,"THAMES (W AREA)","SU0181494776",582322,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579593,"2008-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,103,5.42,22,122.5,5.57,13,28,2.15,5,5,5,10.77,16,81,5.06,10,14.17,70.57,5.51,8.4,65.6,17,123,7.24,19,146,7.68,22,49,44.9,20,38,52.63,22,117.6,5.35,"No",2008,10,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.02,11.05,0.03,8.32,12.635,8.1,104.35,8.33,0.000665,0.01,5.7,1,NA,2.45,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",14,702,0,359,142,0,54,0,50,332,32,1674,13,196
"39",832,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35878,1,"SU",17461,96089,"SU1746196089","GB106039022990",72,2.1,30.12,5,11.5,88.33,8,53,27,12,232,NA,NA,NA,"1995-01-01","1990-05-20","2013-11-22",12,FALSE,1,9143,"THAMES (W AREA)","SU1746196089",581817,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579991,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,92,5.41,18,95.3,5.29,NA,NA,NA,NA,NA,NA,NA,11,56,5.09,0.5,0.5,100,4.5,7.67,58.67,16,114,7.13,1,9,9,3,5,60,13,27,48.15,18,92.7,5.15,"No",2008,10,"A471AC62-FF4F-4BDE-849B-78354F7B6113","TH-PUTR0096",0.2145,9.015,0.03,5.43,14.875,8.13,89.35,5.46,0.00078,0.0302,9.45,NA,NA,NA,"A471AC62-FF4F-4BDE-849B-78354F7B6113",5,94,0,16,23,3,7,0,28,15,18,191,5,30
"40",833,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35879,2,"SU",76447,83083,"SU7644783083","GB106039023233",36,0.3,166.14,8,72,280,4,72,20,5,223,NA,NA,NA,"1995-01-01","1989-10-02","2014-10-16",28,FALSE,1,9155,"THAMES (W AREA)","SU7644783083",578903,1,"",2008-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573785,"2008-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,120,5.22,25,120.3,4.81,3,13,4.33,10,5,10,43.33,15,65,4.33,NA,1.21,0,2.24,9.08,24.67,22,138,6.27,3,22,7.33,NA,9,0,6,44,13.64,25,121.8,4.87,"No",2008,9,"B90A5049-81E8-4BD7-9527-6D1DD1469F91","TH-PTHR0088",0.181,9.03333333333333,0.0426666666666667,5.28333333333333,17.9,8,95.5,5.30666666666667,0.00124666666666667,0.0219,6.1,NA,NA,NA,"B90A5049-81E8-4BD7-9527-6D1DD1469F91",204,5,0,4,6,0,47,0,43,336,32,651,9,53
