"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrate as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","pH_phunits","Oxygen, Dissolved, % Saturation_%","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"37",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8295,"THAMES (W AREA)","SU0181494776",783181,1,"",2018-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",783327,"2019-01-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,92,5.11,23,114.2,4.97,13,20,1.54,5,3,5,7.69,20,93,4.65,5.24,10.26,51.07,3.24,7.59,42.69,17,116,6.82,20,139,6.95,11,34,32.35,12,33,36.36,23,114.6,4.98,"No",2018,9,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",8.33,13.7,0.0129,0.000723333333333333,5.73333333333333,0.03,5.74666666666667,0.01,8.05666666666667,80.3333333333333,NA,3.59,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",3,72,0,32,61,0,6,3,83,20,31,291,7,70
"38",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8515,"THAME","SP7966615281",785565,1,"",2018-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",775209,"2018-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,112,5.09,23,98.6,4.29,19,38,2,7,5,7,14,19,77,4.05,3,11.46,26.18,1.75,7.57,23.12,21,123,5.86,26,165,6.35,6,52,11.54,9,41,21.95,23,104.4,4.54,"No",2018,10,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",4.53,17.1,0.0066,0.00046,0.2435,0.033,0.25,0.314,7.65,47.1,NA,16.815,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",74,1222,19,55,31,6,6,0,108,161,36,1684,9,37
"39",722,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503","GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,NA,NA,NA,"1995-01-01","1989-12-13","2018-11-09",23,FALSE,1,8568,"THAME","SP7777213503",787314,1,"",2018-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",782317,"2019-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,124,5.17,26,112.6,4.33,15,23,1.53,3,5,5,7.67,21,93,4.43,3.5,10.56,33.14,1.25,8.82,14.17,24,144,6,21,138,6.57,5,51,9.8,9,49,18.37,26,118.8,4.57,"No",2018,11,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7","TH-PTAR0020",9.77,20.7,0.03585,0.000975,21.4,0.04,21.4,0.427,7.76,109.2,NA,NA,NA,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7",51,204,2,7,52,25,64,0,151,388,38,944,10,116
"40",779,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2022-09-06",66,FALSE,1,9343,"LODDON","SU6868155289",784701,1,"",2018-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",783565,"2019-02-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,21,117.6,5.6,16,25,1.56,5,5,5,7.81,16,82,5.13,15.26,20.17,75.66,9.02,14.62,61.7,19,144,7.58,21,171,8.14,30,51,58.82,26,46,56.52,21,112.3,5.35,"No",2018,9,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",8.975,15.7,0.018,0.00067,15.2,0.03,15.2,0.063,7.91,90.5,NA,6.39,NA,"07509599-DF51-4438-923C-ECD5C5BB82C9",4,801,1,256,33,30,47,0,39,520,24,1731,7,80
"41",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10616,"CRANLEIGH WATERS","TQ0568836983",787697,1,"",2018-11-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",781961,"2019-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,95,5,22,105,4.77,12,18,1.5,3,3,3,4.5,17,66,3.88,2.5,8.51,29.38,3,7.4,40.54,18,117,6.5,20,136,6.8,5,35,14.29,10,36,27.78,22,105.1,4.78,"No",2018,11,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",NA,NA,NA,NA,NA,NA,NA,NA,7.5675,NA,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",61,29,0,50,144,0,90,1,175,316,29,866,8,235
"42",875,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36240,1,"SU",59577,87384,"SU5957787384","GB106039023570",46,0.8,5.12,1,4.9,78.33,0,0,0,100,273,NA,NA,NA,"1995-01-01","1990-04-09","2018-11-14",27,FALSE,1,10932,"CHOLSEY BROOK","SU5957787384",787456,1,"",2018-11-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783523,"2019-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,59,3.93,17,62.7,3.69,14,28,2,5,3,5,10,13,54,4.15,1,5.65,17.7,NA,4.39,0,13,76,5.85,15,91,6.07,1,36,2.78,3,30,10,17,66,3.88,"No",2018,11,"1A237739-A0CA-43C4-A3B0-0018978F2D45","TH-PTHR0016",9.08,18.1,0.11,0.0051,12.5,0.155,12.6,0.115,8.08,96.4,NA,NA,NA,"1A237739-A0CA-43C4-A3B0-0018978F2D45",58,66,0,5,3,2,0,0,96,61,31,300,1,3
"43",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11846,"EDEN (KENT)","TQ5206443767",784989,1,"",2018-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",775672,"2018-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,148,5.69,27,147.9,5.48,26,51,1.96,5,5,5,9.81,23,121,5.26,22.64,28.02,80.8,10.5,16.31,64.38,25,174,6.96,31,237,7.65,40,81,49.38,27,54,50,27,148.4,5.5,"No",2018,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",5.7025,20.825,0.03245,0.0010025,4.085,0.037,4.1175,0.4855,7.7925,63.85,0.5655,NA,2.0075,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",201,6,0,66,570,25,246,0,76,266,48,1507,17,816
"44",1120,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,13641,"GROM","TQ5255037480",784881,1,"",2018-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783436,"2018-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,85,5,19,87.2,4.59,10,10,1,1,3,3,3,18,75,4.17,9.39,14.43,65.07,4.52,10.83,41.74,15,100,6.67,16,115,7.19,18,47,38.3,14,40,35,19,92.6,4.87,"No",2018,10,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",NA,NA,NA,NA,NA,NA,NA,NA,7.49,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",150,100,0,2,137,21,27,0,243,1644,39,2325,10,164
"45",1234,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",44305,2,"TQ",51930,37420,"TQ5193037420","GB106040018400",40,1.3,7.2,1,2.7,30,5,68,0,27,78.8,NA,NA,NA,"1995-01-01","1981-06-17","2018-10-01",61,FALSE,1,14927,"GROM","TQ5193037420",784862,1,"",2018-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783432,"2018-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,81,5.06,18,82.9,4.61,6,7,1.17,1,3,3,3.5,16,65,4.06,3.13,5.59,55.99,1.75,6.14,28.5,16,107,6.69,13,90,6.92,4,26,15.38,9,29,31.03,18,85.9,4.77,"No",2018,10,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",NA,NA,NA,NA,NA,NA,NA,NA,7.49,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",75,12,0,1,24,70,7,0,151,343,26,685,8,31
"46",1826,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTHALL SEWER",81379,1,"TQ",53214,81406,"TQ5321481406","GB106037028090",1,1.4,6.7,1,4.5,50,0,5,5,90,268,NA,NA,NA,"2015-01-07","2002-03-20","2021-05-13",17,FALSE,1,20085,"SOUTHALL SEWER","TQ5321481406",784476,1,"",2018-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",781672,"2018-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,49,3.5,16,54.4,3.4,14,28,2,5,1,5,10,13,39,3,NA,7.22,0,NA,5.14,0,13,72,5.54,17,93,5.47,NA,42,0,NA,33,0,16,55.8,3.49,"No",2018,9,"1608031E-5685-40A0-9709-420206CA5CB7","TH-PTNR0088",3.37,17.4,0.0777,0.00095,3.18,0.086,3.26,0.258,7.54,35.3,NA,NA,NA,"1608031E-5685-40A0-9709-420206CA5CB7",46,81,30,3,0,0,0,0,10,177,23,356,0,0
"47",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20384,"ODNEY WEIR STREAM","SU9015085330",783844,1,"",2018-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",775366,"2018-11-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,140,5.6,26,135.5,5.21,24,56,2.33,12,5,12,28,19,97,5.11,13.13,19.99,65.68,9.24,14.62,63.2,24,169,7.04,31,224,7.23,26,63,41.27,21,50,42,26,137,5.27,"No",2018,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0431",8.855,20.75,0.01605,0.001195,7.035,0.03,7.055,0.181,8.14,99.1,NA,8.96,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",23,64,8,43,59,15,42,0,5,149,38,423,11,101
"48",2211,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108702,1,"TQ",54896,85908,"TQ5489685908","GB106037028130",8,2,13.96,2,4,17,1,35,25,39,151,NA,NA,NA,"2012-10-04","2005-04-04","2022-05-16",24,FALSE,1,21531,"INGREBOURNE","TQ5489685908",785586,1,"",2018-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",781528,"2018-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,96,4.57,23,100.2,4.36,18,30,1.67,5,3,5,8.33,21,96,4.57,9.63,15.26,63.11,5.52,8.93,61.81,20,135,6.75,24,166,6.92,22,55,40,17,43,39.53,23,104.4,4.54,"No",2018,10,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8","TH-PRGR0020",8.15666666666667,16.8333333333333,0.0985333333333333,0.00182,15.3666666666667,0.0753333333333333,15.4666666666667,0.457666666666667,7.87666666666667,84.3333333333333,NA,7.67666666666667,NA,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8",191,64,0,1,53,7,32,0,162,459,37,970,9,85
"49",2697,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",152883,1,"TL",38439,14222,"TL3843914222","GB106038033290",33,3.4,26,1,3.8,8.7,18,73,7,2,273,NA,NA,NA,"2012-10-04","2009-05-29","2022-11-23",28,FALSE,1,22741,"ASH (LEE)","TL3843914222",786491,1,"",2018-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783041,"2018-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,132,5.08,31,172.4,5.56,32,61,1.91,5,5,5,9.53,28,135,4.82,24.01,29.63,81.03,9.3,12.48,74.52,26,184,7.08,40,308,7.7,46,78,58.97,29,54,53.7,31,168.3,5.43,"No",2018,10,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0633",9.19333333333333,15.7333333333333,0.0251666666666667,0.000603333333333333,7.16333333333333,0.0373333333333333,7.19,0.430333333333333,7.77,93,NA,4.14333333333333,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",281,581,5,87,175,0,407,0,265,73,63,1881,23,582
"50",2836,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (S)",155562,1,"SU",96422,60840,"SU9642260840","GB106039017920",28,1.3,6.2,1,2.7,18.3,2,21,73,4,75,NA,NA,NA,"2012-10-04","2013-05-13","2018-09-25",6,FALSE,1,23131,"BOURNE (S)","SU9642260840",784500,1,"",2018-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783500,"2019-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",33,182,5.52,38,218.2,5.74,31,56,1.81,10,7,10,18.06,32,157,4.91,17.12,25.19,67.96,8.79,15.59,56.38,32,218,6.81,41,293,7.15,40,93,43.01,30,66,45.45,38,218.3,5.74,"No",2018,9,"137A9E45-ED1D-4E3A-9C37-D38199A4BFD8","TH-PBNR0055",NA,NA,NA,NA,NA,NA,NA,NA,7.475,NA,NA,NA,NA,"137A9E45-ED1D-4E3A-9C37-D38199A4BFD8",42,543,0,248,144,18,20,9,253,353,64,1637,19,173
"51",2930,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",157240,1,"TL",43007,18684,"TL4300718684","GB106038033290",55,2,16.4,1,3.3,22.5,0,60,5,35,269,NA,NA,NA,"2012-10-04","2011-05-31","2021-10-12",18,FALSE,1,23323,"ASH (LEE)","TL4300718684",785558,1,"",2018-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",783035,"2018-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,132,5.08,32,150.4,4.7,25,52,2.08,5,5,5,10.4,22,91,4.14,10.61,19.19,55.29,2.26,8.09,27.94,28,180,6.43,32,225,7.03,22,61,36.07,25,58,43.1,32,155.5,4.86,"No",2018,10,"43D1331F-664D-4533-9F15-3B1F4EA5DC90","TH-PLER0668",6.67666666666667,14.9333333333333,0.0684,0.000696666666666667,6.10666666666667,0.0506666666666667,6.17333333333333,0.0803333333333333,7.66333333333333,66.4333333333333,NA,10.0166666666667,NA,"43D1331F-664D-4533-9F15-3B1F4EA5DC90",25,388,1,63,208,0,2,0,172,473,49,1353,12,210
"52",3183,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",178977,1,"TL",29987,19539,"TL2998719539","GB106038033310",56,2.1,18.7,2,5.1,50.4,4,38,25,33,203,NA,NA,NA,"2022-06-16","2014-11-29","2022-04-13",13,FALSE,1,24370,"BEANE","TL2998719539",792473,1,"",2018-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",788087,"2018-10-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,76,4.47,20,79.1,3.96,12,28,2.33,5,3,5,11.67,16,58,3.63,2.87,7.04,40.77,1.25,4.91,25.46,17,108,6.35,19,116,6.11,4,36,11.11,9,32,28.13,20,85,4.25,"No",2018,10,"9A0DCC33-D666-4C01-A7AB-02B7B6476AC2","TH-PLER0012",10.67,16.3333333333333,0.0229,0.00084,2.78333333333333,0.0323333333333333,2.80666666666667,0.09,7.96,109,NA,4.18666666666667,NA,"9A0DCC33-D666-4C01-A7AB-02B7B6476AC2",199,40,0,3,3,2,9,0,71,149,27,487,5,12
"53",3212,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",184067,1,"TL",10371,20295,"TL1037120295","GB106038033391",102,1.7,12.4,1,6.1,33.5,4,31,31,34,226,NA,NA,NA,"2022-08-24","2016-05-03","2022-04-21",15,FALSE,2,24599,"LEE (THAMES)","TL1037120295",787105,1,"",2018-11-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",783369,"2018-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,29,3.22,10,33,3.3,5,9,1.8,3,1,3,5.4,6,14,2.33,0.63,3.81,16.54,0.5,1.71,29.24,7,41,5.86,8,46,5.75,NA,17,0,1,16,6.25,10,33.8,3.38,"No",2018,11,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4","TH-PLER0051",4.56,17.9333333333333,0.125866666666667,0.00756333333333333,1.99566666666667,0.371666666666667,2.12,0.15,7.77333333333333,48.3,NA,NA,NA,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4",327,10,0,1,0,0,0,0,10,4,15,352,0,0
"54",3212,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",184067,1,"TL",10371,20295,"TL1037120295","GB106038033391",102,1.7,12.4,1,6.1,33.5,4,31,31,34,226,NA,NA,NA,"2022-08-24","2016-05-03","2022-04-21",15,FALSE,2,24602,"LEE (THAMES)","TL1037120295",796052,1,"",2018-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",788136,"2018-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,34,3.4,11,35.6,3.24,6,10,1.67,3,1,3,5,8,20,2.5,NA,3.18,0,NA,1.46,0,8,48,6,8,47,5.88,NA,18,0,NA,18,0,11,34.5,3.14,"No",2018,10,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4","TH-PLER0051",4.56,17.9333333333333,0.125866666666667,0.00756333333333333,1.99566666666667,0.371666666666667,2.12,0.15,7.77333333333333,48.3,NA,NA,NA,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4",138,5,1,0,0,1,0,0,5,5,12,156,0,0
"55",3253,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",186025,1,"TL",22630,16957,"TL2263016957","GB106038033270",65,2.1,9.9,1,4.3,19.7,4,34,29,33,254,NA,NA,NA,"2022-08-24","2015-05-20","2022-04-14",13,FALSE,1,24786,"MIMRAM","TL2263016957",790780,1,"",2018-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",784597,"2018-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,149,6.21,29,174.3,6.01,18,31,1.72,5,5,5,8.61,27,132,4.89,13.64,18.66,73.1,7.05,11.17,63.12,25,179,7.16,27,203,7.52,30,59,50.85,29,52,55.77,29,176.6,6.09,"No",2018,10,"A0190C7D-C135-42F1-B81B-77BAACDA6829","TH-PLER0525",9.19,16.0333333333333,0.0143666666666667,0.000633333333333333,5.75,0.03,5.76666666666667,0.139666666666667,7.86333333333333,93.4333333333333,NA,NA,NA,"A0190C7D-C135-42F1-B81B-77BAACDA6829",213,64,0,115,126,0,349,0,48,140,46,1061,18,475
