"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"92",815,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","HART",36106,1,"SU",77912,56187,"SU7791256187","GB106039017090",58,1.1,7.24,1,5.9,60,5,45,20,30,146,NA,NA,NA,"1995-01-01","1990-03-12","2017-10-09",26,FALSE,1,9832,"HART","SU7791256187",672264,1,"",2013-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",656397,"2013-10-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,87,5.8,16,77.3,4.83,15,34,2.27,5,3,5,11.33,11,47,4.27,1,5.39,18.55,1.01,4.16,24.28,14,90,6.43,17,115,6.76,3,27,11.11,5,21,23.81,16,79.4,4.96,"No",2013,9,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8","TH-PLDR0018",0.173,14.45,8.015,5.52,7.83,0.03325,0.0335,5.555,0.000595,78.35,8.425,NA,NA,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8",58,0,0,4,5,0,3,0,46,59,21,183,7,8
"93",826,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET BROOK",36124,1,"SU",78706,56823,"SU7870656823","GB106039017120",57,1.1,7.732,1,3.8,38.33,2,43,35,20,162,NA,NA,NA,"1995-01-01","1990-03-12","2023-04-21",29,FALSE,1,9982,"FLEET BROOK","SU7870656823",671969,1,"",2013-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663305,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,91,4.55,22,85.9,3.9,NA,NA,NA,NA,NA,NA,NA,13,57,4.38,1,1,100,2.76,7.15,38.6,20,129,6.45,NA,NA,NA,NA,3,0,14,43,32.56,22,93.8,4.26,"No",2013,9,"E6B26902-8DF6-4038-BDC2-6D035D83488A","TH-PLDR0017",0.91,19.2,2.77,7.31,7.37,0.423,0.248,7.73,0.00213,30.1,NA,NA,NA,"E6B26902-8DF6-4038-BDC2-6D035D83488A",68,2190,18,3,2,12,1,0,68,213,25,2582,3,3
"94",827,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",36126,1,"SU",70171,68748,"SU7017168748","GB106039017380",40,0.4,19.77,1,4,21.67,0,72,18,10,145,NA,NA,NA,"1995-01-01","1990-03-06","2014-10-20",29,FALSE,1,9996,"FOUDRY BROOK","SU7017168748",672566,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663272,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,111,5.05,23,119.4,5.19,NA,NA,NA,NA,NA,NA,NA,17,84,4.94,1,1,100,9.52,14.12,67.42,21,148,7.05,NA,NA,NA,NA,4,0,23,48,47.92,23,119.6,5.2,"No",2013,9,"94505714-4AEC-4842-A1E9-E8C654EABE18","TH-PKER0019",0.698,13.4,7.82,13.5,7.93,0.161,0.113,13.7,0.00226,75.1,NA,NA,NA,"94505714-4AEC-4842-A1E9-E8C654EABE18",148,79,0,700,78,6,140,2,124,160,27,1440,6,220
"95",835,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",36146,1,"SU",56787,64812,"SU5678764812","GB106039017340",65,2,23.19,3,8.4,29.33,2,50,28,20,160,NA,NA,NA,"1995-01-01","1989-09-27","2013-09-26",31,FALSE,1,10099,"ENBORNE","SU5678764812",672948,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664947,"2013-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,104,5.78,18,102,5.67,NA,NA,NA,NA,NA,NA,NA,14,73,5.21,1.13,1.13,100,6.26,10.38,60.31,17,126,7.41,NA,NA,NA,NA,3,0,20,34,58.82,18,103,5.72,"No",2013,9,"96A4FF5F-4229-4991-BAE4-AFC95A131D27","TH-PKER0016",0.249,14.7,7.95333333333333,4.89,8.03666666666667,0.0229333333333333,0.0403333333333333,4.91333333333333,0.00099,78.5666666666667,8.29,NA,NA,"96A4FF5F-4229-4991-BAE4-AFC95A131D27",32,17,0,141,128,1,24,0,114,692,19,1149,7,152
"96",836,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",36147,1,"SU",52055,63875,"SU5205563875","GB106039017261",70,1.5,17,2,8.2,19.33,2,50,40,8,131,NA,NA,NA,"1995-01-01","1995-03-27","2015-09-24",15,FALSE,1,10107,"ENBORNE","SU5205563875",670412,1,"",2013-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659304,"2013-09-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,107,6.69,20,122.2,6.11,NA,NA,NA,NA,NA,NA,NA,12,60,5,NA,NA,NA,5.74,8.19,70.09,16,119,7.44,NA,NA,NA,NA,3,0,17,29,58.62,20,122.2,6.11,"No",2013,9,"A2F975B2-660C-486C-9E66-4C3F4D79199C","TH-PKER0017",0.223,11.9,7.66,4.62,8.13,0.0251,0.033,4.65,0.00069,71.1,NA,NA,NA,"A2F975B2-660C-486C-9E66-4C3F4D79199C",53,85,0,42,21,2,22,78,108,12,21,424,8,121
"97",849,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","CORNWELL BROOK",36175,1,"SP",25900,23329,"SP2590023329","GB106039037400",105,2,14.56,1,3.3,16.67,10,63,22,5,206,NA,NA,NA,"1995-01-01","1990-04-04","2013-10-22",21,FALSE,1,10256,"CORNWELL BROOK","SP2590023329",677018,1,"",2013-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664967,"2013-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,89,5.93,16,94.7,5.92,NA,NA,NA,NA,NA,NA,NA,9,49,5.44,0.5,0.5,100,4.02,7.17,56.07,14,104,7.43,NA,NA,NA,NA,3,0,15,28,53.57,16,94.5,5.91,"No",2013,10,"37F2D226-7407-4D8C-BEC5-55379F645D66","TH-PEVR0002",0.757,15.2,8.3,5.77,8.21,0.0303,0.03,5.8,0.0008,82.9,NA,NA,NA,"37F2D226-7407-4D8C-BEC5-55379F645D66",16,517,0,54,81,0,73,2,4,136,16,883,8,156
"98",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10605,"CRANLEIGH WATERS","TQ0568836983",673278,1,"",2013-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",655430,"2013-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,54,4.5,13,68.7,5.28,11,15,1.36,3,3,3,4.09,10,52,5.2,6.5,7.85,82.8,5,5.72,87.41,10,75,7.5,14,104,7.43,12,25,48,13,20,65,13,68.8,5.29,"No",2013,9,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.077,16.3,6.175,0.355,7.63,0.0043,0.042,0.36,0.00053,63.05,75.4,2.03,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",32,60,0,16,49,0,5,0,20,4,18,186,4,54
"99",861,"THAMES - WEST","THAMES","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",36205,1,"SP",12141,6210,"SP1214106210","GB106039029992",100,2,34.07,4,13.5,44.33,21,55,20,4,207,NA,NA,NA,"1995-01-01","1990-03-28","2020-10-14",37,FALSE,1,10748,"COLN","SP1214106210",674804,1,"",2013-10-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664957,"2013-10-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,120,5.45,24,129.2,5.38,NA,NA,NA,NA,NA,NA,NA,17,79,4.65,NA,NA,NA,5.01,8.68,57.72,20,137,6.85,NA,NA,NA,NA,2,0,19,40,47.5,24,129.5,5.4,"No",2013,10,"70B8008B-52BC-4949-985D-166CD92F5A14","TH-PUTR0037",0.02,13.3,10.165,5.33,7.86,0.05275,0.058,5.41,0.000885,97.4,4.325,NA,NA,"70B8008B-52BC-4949-985D-166CD92F5A14",112,254,1,110,538,0,51,0,330,102,28,1535,9,589
"100",863,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36210,1,"SU",21596,87537,"SU2159687537","GB106039022930",84,1.8,13,2,5,56.67,5,5,7,83,215,NA,NA,NA,"1995-01-01","1989-09-22","2013-10-24",19,FALSE,1,10771,"COLE","SU2159687537",677380,1,"",2013-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664974,"2013-10-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,34,4.25,9,41.9,4.66,NA,NA,NA,NA,NA,NA,NA,5,21,4.2,NA,NA,NA,2.26,3.7,61.08,6,45,7.5,NA,NA,NA,NA,3,0,7,14,50,9,42.7,4.74,"No",2013,10,"9CFD3714-CBAF-442A-965C-D26638BBA283","TH-PUTR0023",0.328,14.1,7.93,2.15,8.15,0.0135,0.03,2.16,0.00074,77.3,NA,NA,NA,"9CFD3714-CBAF-442A-965C-D26638BBA283",26,18,0,24,0,0,4,0,32,17,10,122,2,4
"101",865,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36214,1,"SU",23267,93541,"SU2326793541","GB106039023730",78,0.9,21.1,3,6.2,53.33,7,22,30,41,227,NA,NA,NA,"1995-01-01","1989-09-22","2022-11-30",34,FALSE,1,10787,"COLE","SU2326793541",679347,1,"",2013-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",686093,"2014-10-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,21,116.9,5.57,NA,NA,NA,NA,NA,NA,NA,15,80,5.33,0.5,0.5,100,5.01,8.15,61.47,19,137,7.21,NA,NA,NA,NA,3,0,20,35,57.14,21,117.4,5.59,"No",2013,11,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3","TH-PUTR0025",NA,17.65,7.88,4.915,8.07,0.05665,0.0465,4.975,0.001425,83,9.175,NA,NA,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3",26,521,0,22,74,4,12,0,4,50,22,714,9,86
"102",868,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2020-10-20",48,FALSE,1,10830,"CHURN","SP0190807912",671896,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",660012,"2013-11-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,101,5.61,20,122.5,6.13,16,20,1.25,3,5,5,6.25,16,97,6.06,18.14,20.23,89.67,10.26,12.43,82.54,17,137,8.06,23,188,8.17,38,55,69.09,31,44,70.45,20,120.9,6.05,"No",2013,9,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",0.02,14.6,8.79,5.68,8.24333333333333,0.00863333333333333,0.03,5.69,0.000773333333333333,86.4333333333333,4.9,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",120,1300,1,319,49,0,281,0,104,321,30,2497,13,330
"103",873,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","CHILDREY BROOK",36237,1,"SU",45714,95273,"SU4571495273","GB106039023380",54,1.1,25.9,2,4.7,32.67,12,40,32,17,271,NA,NA,NA,"1995-01-01","1990-04-30","2013-09-03",24,FALSE,1,10908,"CHILDREY BROOK","SU4571495273",669419,1,"",2013-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663264,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,126,5.48,24,134.7,5.61,NA,NA,NA,NA,NA,NA,NA,15,80,5.33,2,2,100,8.76,15.06,58.17,22,164,7.45,NA,NA,NA,NA,4,0,26,50,52,24,127.8,5.33,"No",2013,9,"F65ED7BE-693B-49AD-8D65-1A29077A5D44","TH-POCR0001",0.277,18.1,7.19,7.6,7.99,0.0671,0.04,7.67,0.00129,76.3,NA,NA,NA,"F65ED7BE-693B-49AD-8D65-1A29077A5D44",114,20,0,118,48,13,168,0,56,504,24,1041,8,216
"104",874,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36239,1,"SU",58596,86767,"SU5859686767","GB106039023570",46,0.5,3.8,1,3.6,30.33,12,17,7,65,252,NA,NA,NA,"1995-01-01","1990-04-09","2015-10-26",23,FALSE,1,10916,"CHOLSEY BROOK","SU5859686767",669926,1,"",2013-09-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663265,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,69,4.31,17,72,4.24,NA,NA,NA,NA,NA,NA,NA,12,50,4.17,NA,NA,NA,2.25,6.61,34.04,14,89,6.36,NA,NA,NA,NA,3,0,8,31,25.81,17,77,4.53,"No",2013,9,"5CB9354E-CD3E-4704-8DBA-38961F08F444","TH-PTHR0015",0.026,14.95,8.995,10.07,7.91,0.02035,0.03,10.08,0.000675,89.3,NA,NA,NA,"5CB9354E-CD3E-4704-8DBA-38961F08F444",38,32,0,3,31,0,2,0,240,315,19,678,4,33
"105",879,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36247,1,"SP",51811,47884,"SP5181147884","GB106039037350",109,2.2,17.51,1,7.2,81.7,18,12,2,68,196,NA,NA,NA,"2012-10-04","1990-11-20","2013-10-02",12,FALSE,1,10964,"CHERWELL","SP5181147884",673648,1,"",2013-10-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663296,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,60,5,16,77.6,4.85,NA,NA,NA,NA,NA,NA,NA,10,46,4.6,1,1.37,72.99,2,3.95,50.63,11,76,6.91,NA,NA,NA,NA,3,0,11,24,45.83,16,80.6,5.04,"No",2013,10,"1B896C70-02E8-4429-818C-E62D28B139E5","TH-PCHR0021",0.496,15.3,6.54,4.02,7.94,0.0248,0.069,4.04,0.00162,65.4,NA,NA,NA,"1B896C70-02E8-4429-818C-E62D28B139E5",45,41,0,2,7,2,14,0,188,1,16,302,4,21
"106",881,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36261,1,"SP",50470,13790,"SP5047013790","GB106039037430",58,0.3,81.23,5,8.6,50,20,50,20,10,206,NA,NA,NA,"1995-01-01","1995-05-15","2016-10-17",14,FALSE,1,11006,"CHERWELL","SP5047013790",674528,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664946,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,62,5.64,11,58.5,5.32,NA,NA,NA,NA,NA,NA,NA,7,39,5.57,NA,NA,NA,1.49,4.88,30.53,9,66,7.33,NA,NA,NA,NA,2,0,6,19,31.58,11,57.4,5.22,"No",2013,10,"0C1C5337-57AF-4104-A7CE-863D26ED73C0","TH-PCHR0013",0.186,17.2,8.45,4.18,8.06,0.0067,0.03,4.19,0.00092,88,NA,NA,NA,"0C1C5337-57AF-4104-A7CE-863D26ED73C0",4,29,0,3,2,1,32,0,2,254,11,330,2,34
"107",882,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36262,1,"SP",48026,25095,"SP4802625095","GB106039037431",80,0.7,61.81,5,14,65,17,37,8,38,191,NA,NA,NA,"1995-01-01","1990-04-11","2016-10-17",29,FALSE,1,11020,"CHERWELL","SP4802625095",675233,1,"",2013-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664956,"2013-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,112,6.22,18,113.1,6.28,NA,NA,NA,NA,NA,NA,NA,11,62,5.64,NA,NA,NA,8.47,14.27,59.36,16,119,7.44,NA,NA,NA,NA,3,0,18,40,45,18,109.3,6.07,"No",2013,10,"4B96E7C8-7E49-4268-A5B2-39312044AB8B","TH-PCHR0014",NA,15.9,8.02,NA,8.01,0.0129,0.03,NA,0.00084,81.3,26.1,NA,NA,"4B96E7C8-7E49-4268-A5B2-39312044AB8B",20,344,0,60,53,10,80,10,10,790,19,1427,7,143
"108",888,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE",36278,1,"TQ",6744,65747,"TQ0674465747","GB106039017030",12,1,18.787,2,7.3,65,3,8,70,18,106,NA,NA,NA,"1995-01-01","1989-08-29","2015-10-23",32,FALSE,1,11075,"BOURNE","TQ0674465747",671672,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663303,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,132,5.74,26,140.5,5.4,NA,NA,NA,NA,NA,NA,NA,19,97,5.11,1,1,100,8.51,11.69,72.8,24,176,7.33,NA,NA,NA,NA,3,0,25,45,55.56,26,139.6,5.37,"No",2013,9,"BFB081E3-08A6-49BF-8156-7204EB510311","TH-PBNR0005",NA,NA,NA,13.15,NA,0.06305,NA,13.25,NA,NA,NA,NA,NA,"BFB081E3-08A6-49BF-8156-7204EB510311",81,150,7,93,61,1,30,4,35,31,26,494,8,95
"109",890,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","BURSTOW STREAM",36280,1,"TQ",30800,40457,"TQ3080040457","GB106039017520",63,2.8,7.06,1,3.4,19.67,2,18,17,63,46.2,NA,NA,NA,"1995-01-01","1989-09-06","2013-11-13",19,FALSE,1,11106,"BURSTOW STREAM","TQ3080040457",679549,1,"",2013-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663647,"2013-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,79,5.27,16,81.4,5.09,4,5,1.25,1,3,3,3.75,13,53,4.08,3,6.56,45.73,1.76,5.64,31.21,14,95,6.79,10,74,7.4,5,24,20.83,10,27,37.04,16,82,5.13,"No",2013,11,"3E2BC5C4-5562-4483-854A-FD2E7F6FF62C","TH-PMLR0297",0.057,12.6,8.67,0.765,7.45,0.0048,0.057,0.77,0.00036,81.7,NA,NA,NA,"3E2BC5C4-5562-4483-854A-FD2E7F6FF62C",80,161,0,1,15,0,29,0,76,196,21,558,8,44
"110",891,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CERNEY WICK BROOK",36284,1,"SU",5711,95326,"SU0571195326","GB106039023800",83,1.7,3.67,1,2.8,23.33,3,47,30,20,272,NA,NA,NA,"1995-01-01","1990-03-14","2016-10-07",23,FALSE,1,11114,"CERNEY WICK BROOK","SU0571195326",670567,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663263,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,56,4.67,16,73.2,4.58,NA,NA,NA,NA,NA,NA,NA,10,40,4,NA,0.37,0,2.25,5.39,41.74,11,74,6.73,NA,NA,NA,NA,3,0,8,26,30.77,16,74.5,4.66,"No",2013,9,"3A29892F-88D6-4419-BF18-66C9508E0A45","TH-PUTR0009",0.614,14.8,7.88,25,7.98,0.0493,0.03,25,0.00074,78,NA,NA,NA,"3A29892F-88D6-4419-BF18-66C9508E0A45",74,87,1,213,24,1,8,0,47,331,18,794,3,32
"111",950,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,11792,"SHOVELSTRODE STREAM","TQ4802037150",672052,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",655151,"2013-10-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,134,6.09,24,158.9,6.62,NA,NA,NA,NA,NA,NA,NA,21,121,5.76,2.13,2.13,100,10.99,13.65,80.51,21,159,7.57,NA,NA,NA,NA,2,0,27,38,71.05,24,158.6,6.61,"No",2013,9,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",0.033,14.5,9.35,1.09,7.68,0.004,0.032,1.09,0.00039,92,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",8,300,0,84,59,2,15,50,92,21,26,632,10,124
