"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"32",394,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2022-05-10",81,FALSE,1,5141,"ASH (LEE)","TL4242016910",679258,1,"",2013-11-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",670362,"2014-02-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,143,5.11,33,174.8,5.3,19,25,1.32,5,5,5,6.58,26,126,4.85,13.77,20.51,67.14,7.51,12.62,59.51,27,189,7,25,183,7.32,22,51,43.14,28,57,49.12,33,171.5,5.2,"No",2013,11,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",0.04,16.2,9.13,5.34,7.63,0.0362,0.061,5.38,0.00076,93.1,3.2,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",32,265,0,139,142,0,93,0,856,40,42,1599,13,235
"33",395,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2022-11-23",78,FALSE,1,5194,"ASH (LEE)","TL3770013300",679232,1,"",2013-11-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",666390,"2014-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,22,130.9,5.95,13,17,1.31,1,5,5,6.54,18,97,5.39,14.64,17.83,82.11,7.79,11.19,69.62,19,150,7.89,18,145,8.06,23,37,62.16,29,45,64.44,22,127.1,5.78,"No",2013,11,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",0.3985,17.85,8.785,6.14,7.855,0.02965,0.03,6.17,0.00071,92.75,6.005,NA,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",70,550,0,105,37,0,223,0,103,50,26,1140,10,260
"34",397,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","STEVENAGE BROOK",34362,1,"TL",28700,20400,"TL2870020400","GB106038033410",60,2.9,7.17,1,2.5,9.33,6,77,11,6,204,NA,NA,NA,"1995-01-01","1979-08-29","2022-04-12",78,FALSE,1,5255,"STEVENAGE BROOK","TL2870020400",678069,1,"",2013-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",671403,"2014-02-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,67,4.19,17,66.4,3.91,9,10,1.11,1,3,3,3.33,10,42,4.2,4.13,5.23,78.97,2.27,3.52,64.49,15,100,6.67,12,83,6.92,9,24,37.5,10,29,34.48,17,69.3,4.08,"No",2013,10,"4DA12656-6887-4BB2-8F0A-7494569065C9","TH-PLER0140",0.17,21.1,10.7,3.74,8.08,0.104,0.038,3.84,0.00155,120,NA,NA,NA,"4DA12656-6887-4BB2-8F0A-7494569065C9",145,42,5,0,2,0,4,0,23,9,18,230,3,6
"35",411,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","DUN (KENNET)",34404,1,"SU",29925,67199,"SU2992567199","GB106039017350",125,1.1,8.19,3,4.4,44,3,41,12,44,235,NA,NA,NA,"2013-12-01","2011-05-25","2016-10-18",10,FALSE,1,5338,"DUN (KENNET)","SU2992567199",673612,1,"",2013-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",666788,"2013-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,116,5.27,24,135.3,5.64,21,47,2.24,5,5,5,11.19,18,97,5.39,10.37,14.42,71.91,5.77,10.37,55.64,23,165,7.17,28,208,7.43,23,49,46.94,22,43,51.16,24,133,5.54,"No",2013,10,"7295DA9E-36B5-4CD4-B40B-0E5E8D15A729","TH-PKER0280",0.03525,14.175,9.2,4.65,7.9625,0.0217,0.0415,4.675,0.000895,89.825,NA,NA,NA,"7295DA9E-36B5-4CD4-B40B-0E5E8D15A729",8,187,4,43,14,1,23,0,56,139,31,475,8,37
"36",434,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",34653,1,"SU",98380,55396,"SU9838055396","GB106039017900",25,1.2,11.5,3,5.3,54,1,42,35,23,93.8,NA,NA,NA,"1995-01-01","1995-04-12","2014-09-16",28,FALSE,1,5467,"STANFORD BROOK","SU9838055396",672958,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",658648,"2013-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,145,5.58,28,148.5,5.3,20,39,1.95,5,5,5,9.75,21,102,4.86,8.5,13.64,62.32,4.01,7.92,50.63,24,165,6.88,26,191,7.35,18,41,43.9,18,40,45,28,148.1,5.29,"No",2013,9,"B5A43D50-DE70-4C18-B699-D31F9AAF2137","TH-PWER0129",0.208,13.7,7.23,6.73,7.5,0.0455,0.092,6.78,0.00071,69.9,NA,NA,NA,"B5A43D50-DE70-4C18-B699-D31F9AAF2137",88,107,0,16,30,14,14,1,89,24,33,384,13,45
"37",435,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET BROOK",34657,1,"SU",80735,56521,"SU8073556521","GB106039017120",59,1.1,5.505,1,2.8,30,0,32,32,37,91.5,NA,NA,NA,"1995-01-01","1995-04-06","2023-04-21",17,FALSE,1,5477,"FLEET BROOK","SU8073556521",673261,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663287,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,97,4.85,21,95,4.52,NA,NA,NA,NA,NA,NA,NA,16,67,4.19,0.63,1,63,1.5,6.62,22.66,18,114,6.33,NA,NA,NA,NA,3,0,8,37,21.62,21,96,4.57,"No",2013,9,"509018DB-3C63-4B01-A8BB-C4E5AD5FCB59","TH-PLDR0016",0.097,18.1,5.92,0.274,7.3,0.0157,0.106,0.29,0.00071,62.8,NA,NA,NA,"509018DB-3C63-4B01-A8BB-C4E5AD5FCB59",15,30,0,89,15,1,5,0,219,165,22,541,4,20
"38",448,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","RYTHE STREAM",34747,1,"TQ",16500,66700,"TQ1650066700","GB106039017650",10,1.7,8.79,1,1.8,10,13,57,5,25,153.9,NA,NA,NA,"2014-01-01","2013-05-24","2016-10-06",4,FALSE,1,5543,"RYTHE STREAM","TQ1650066700",675684,1,"",2013-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664779,"2013-10-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,75,4.17,22,77.3,3.51,NA,NA,NA,NA,NA,NA,NA,13,51,3.92,NA,0.86,0,1.75,6.85,25.55,17,104,6.12,NA,NA,NA,NA,4,0,9,41,21.95,22,85.8,3.9,"No",2013,10,"016459BD-7DFC-4A5C-85EE-02A46596E0A6","TH-PTHR0318",0.827,17.7,5.75,1.96,7.79,0.0784,0.083,2.04,0.00166,60.5,NA,NA,NA,"016459BD-7DFC-4A5C-85EE-02A46596E0A6",162,697,7,55,3,0,4,0,432,178,26,1544,3,7
"39",467,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LASHLAKE STREAM",35047,1,"SP",70932,7054,"SP7093207054","GB106039030270",65,1.3,1.4,1,4.5,71,0,10,7,83,241,NA,NA,NA,"1995-01-01","1991-05-29","2018-11-16",17,FALSE,1,5666,"LASHLAKE STREAM","SP7093207054",672203,1,"",2013-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663275,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,56,4.31,13,55.5,4.27,NA,NA,NA,NA,NA,NA,NA,8,37,4.63,1,1,100,2.5,5.89,42.44,11,76,6.91,NA,NA,NA,NA,2,0,8,22,36.36,13,53,4.08,"No",2013,9,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493","TH-PTAR0112",0.809,14.9,7.86333333333333,12.2333333333333,7.96666666666667,0.1418,0.13,12.4,0.00305333333333333,78.0333333333333,NA,NA,NA,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493",8,14,0,1,0,0,65,0,56,19,13,164,2,65
"40",482,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","STOCKLAKE BROOK",35093,1,"SP",82772,14042,"SP8277214042","GB106039030380",85,2,2.41,1,3.7,39.33,0,1,2,97,209,NA,NA,NA,"1995-01-01","1990-08-20","2016-09-23",19,FALSE,1,5783,"STOCKLAKE BROOK","SP8277214042",678112,1,"",2013-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664980,"2013-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,54,3.86,17,58.7,3.45,NA,NA,NA,NA,NA,NA,NA,11,33,3,NA,1.23,0,NA,4.9,0,13,70,5.38,NA,NA,NA,NA,2,0,1,33,3.03,17,62,3.65,"No",2013,10,"C0405CE4-1E69-4843-B72A-57805844D609","TH-PTAR0120",0.373,17,3.79,0.936,7.44666666666667,0.223,0.477333333333333,1.07,0.00405,39.1666666666667,14.2,NA,NA,"C0405CE4-1E69-4843-B72A-57805844D609",9,168,9,2,3,0,0,1,70,386,20,648,2,4
"41",488,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","HANBOROUGH STREAM",35099,1,"SP",43423,11148,"SP4342311148","GB106039029880",58,2.6,2.65,1,1.8,13.33,16,35,22,28,174,NA,NA,NA,"1995-01-01","1990-08-29","2015-03-19",17,FALSE,1,5830,"HANBOROUGH STREAM","SP4342311148",674523,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664950,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,78,4.59,19,95.7,5.04,NA,NA,NA,NA,NA,NA,NA,13,58,4.46,1.63,2,81.5,5.01,7.42,67.52,15,105,7,NA,NA,NA,NA,3,0,16,32,50,19,90.1,4.74,"No",2013,10,"8CB71272-A8E3-478F-AC44-0ED4B73D9A4E","TH-PEVR0020",5.62,15.3,8.2,32.4,7.66,0.0249,0.037,32.4,0.00046,82.1,NA,NA,NA,"8CB71272-A8E3-478F-AC44-0ED4B73D9A4E",24,202,0,206,46,0,0,0,55,506,20,1040,3,46
"42",490,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","BAUGHURST BROOK",35101,1,"SU",55643,63097,"SU5564363097","GB106039017200",70,0.9,7.3,1,2.9,16.67,9,28,16,48,123,NA,NA,NA,"1995-01-01","1990-08-23","2015-09-24",18,FALSE,1,5849,"BAUGHURST BROOK","SU5564363097",672946,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663292,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,93,5.17,19,99.5,5.24,NA,NA,NA,NA,NA,NA,NA,14,57,4.07,NA,NA,NA,4,8.12,49.26,16,104,6.5,NA,NA,NA,NA,4,0,10,32,31.25,19,97.7,5.14,"No",2013,9,"72904ED7-99EE-443D-8A16-B041C59BE7D0","TH-PKER0005",0.0643333333333333,13.2,7.32,3.08233333333333,7.82333333333333,0.0510666666666667,0.17,3.13333333333333,0.00253333333333333,69.9666666666667,NA,NA,NA,"72904ED7-99EE-443D-8A16-B041C59BE7D0",137,24,0,93,11,0,11,4,37,146,21,467,5,26
"43",531,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BLOXHAM BROOK",35223,1,"SP",46391,35631,"SP4639135631","GB106039037240",90,10,7.6,1,2,25.67,0,10,12,78,239,NA,NA,NA,"1995-01-01","1990-01-24","2016-10-17",18,FALSE,1,6171,"BLOXHAM BROOK","SP4639135631",672951,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663293,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,86,5.38,17,87.7,5.16,NA,NA,NA,NA,NA,NA,NA,11,51,4.64,0.5,0.5,100,2.49,5.14,48.44,14,94,6.71,NA,NA,NA,NA,3,0,8,22,36.36,17,89.8,5.28,"No",2013,9,"44C02477-8505-4437-BAA8-E3D5E81943FC","TH-PCHR0158",0.752,10.8,8.56,9.33,8.11,0.0441,0.067,9.37,0.0013,77.4,NA,NA,NA,"44C02477-8505-4437-BAA8-E3D5E81943FC",41,8,0,4,7,0,0,1,46,137,20,249,6,8
"44",541,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","TUCKMILL BROOK",35258,1,"SU",24417,89968,"SU2441789968","GB106039022920",85,1.5,7.2,1,3.9,42.67,8,3,15,73,219,NA,NA,NA,"1995-01-01","1990-04-18","2013-09-18",23,FALSE,1,6259,"TUCKMILL BROOK","SU2441789968",671814,1,"",2013-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",662635,"2013-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,161,5.19,38,172.1,4.53,34,75,2.21,10,7,10,22.06,27,132,4.89,8.5,23.92,35.54,5,15.24,32.81,31,196,6.32,41,264,6.44,18,89,20.22,21,73,28.77,38,182.5,4.8,"No",2013,9,"29E63222-100D-400E-BD67-204604BBEA84","TH-PUTR0116",1.375,17.1,6.94,14.1,7.805,0.07735,0.096,14.15,0.001975,72,NA,NA,NA,"29E63222-100D-400E-BD67-204604BBEA84",280,484,7,783,123,5,4,0,5026,881,63,7606,13,127
"45",544,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SULHAM BROOK",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2023-03-20",44,FALSE,1,6295,"SULHAM BROOK","SU6423374102",672559,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",662027,"2013-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,69,4.06,21,90.2,4.3,19,37,1.95,5,3,5,9.74,16,71,4.44,1.87,8.6,21.74,0.75,5.61,13.37,16,99,6.19,19,113,5.95,2,37,5.41,5,33,15.15,21,90.2,4.3,"No",2013,9,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.0255,14.35,6.155,0.928,7.495,0.01805,0.047,0.945,0.0004,60.5,NA,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",8,17,0,9,4,0,0,0,44,61,30,153,1,4
"46",547,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","FARTHINGHOE STREAM",35266,1,"SP",49616,39232,"SP4961639232","GB106039037290",91,3.3,8.71,1,1.8,25,8,12,8,72,173,NA,NA,NA,"1995-01-01","1990-03-08","2016-10-17",23,FALSE,1,6330,"FARTHINGHOE STREAM","SP4961639232",672532,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663271,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,98,6.13,17,98.3,5.78,NA,NA,NA,NA,NA,NA,NA,12,64,5.33,1.5,1.5,100,5.76,9.62,59.88,14,107,7.64,NA,NA,NA,NA,3,0,20,32,62.5,17,99.6,5.86,"No",2013,9,"2A0A734B-DC9F-4312-BD8C-A852499A971F","TH-PCHR0028",0.467,12.9,9.31,7.5,8.24,0.0658,0.042,7.57,0.00095,88.4,NA,NA,NA,"2A0A734B-DC9F-4312-BD8C-A852499A971F",13,595,0,259,24,1,9,0,409,818,18,2129,8,33
"47",553,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","MARCHAM BROOK",35272,1,"SU",45530,96122,"SU4553096122","GB106039023420",55,1.4,13.4,1,2.3,17.67,8,27,38,27,247,NA,NA,NA,"1995-01-01","1990-04-24","2013-09-03",25,FALSE,1,6388,"MARCHAM BROOK","SU4553096122",669370,1,"",2013-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659306,"2013-09-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,119,5.17,24,122.6,5.11,NA,NA,NA,NA,NA,NA,NA,17,79,4.65,1,1,100,5.25,11.31,46.42,21,144,6.86,NA,NA,NA,NA,3,0,17,44,38.64,24,121.4,5.06,"No",2013,9,"CCE44816-12A8-42E4-B60D-5BAF9748B58B","TH-POCR0011",1.03,18.2,6.52,7.58,7.93,0.0858,0.141,7.67,0.00399,69.3,NA,NA,NA,"CCE44816-12A8-42E4-B60D-5BAF9748B58B",44,104,0,147,132,2,50,0,258,500,28,1249,8,182
"48",568,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHACOMBE BROOK",35342,1,"SP",47040,43831,"SP4704043831","GB106039037280",94,3.3,8.5,1,1.1,14,0,0,0,100,180,NA,NA,NA,"1995-01-01","1989-10-25","2015-09-11",20,FALSE,1,6502,"CHACOMBE BROOK","SP4704043831",673743,1,"",2013-10-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663295,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,56,4.31,14,58.9,4.21,NA,NA,NA,NA,NA,NA,NA,10,37,3.7,NA,NA,NA,0.5,5.34,9.36,11,69,6.27,NA,NA,NA,NA,3,0,5,25,20,14,62.2,4.44,"No",2013,10,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29","TH-PCHR0161",1.085,14.1,8.015,7.25,8.05,0.06255,0.062,7.31,0.001535,78.1,NA,NA,NA,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29",65,291,1,8,3,1,0,0,426,526,17,1326,1,3
"49",570,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","WADLEY STREAM",35359,1,"SP",36588,29,"SP3658800029","GB106039023770",65,0.3,8.84,1,2.3,35,0,0,0,100,269,NA,NA,NA,"1995-01-01","1989-10-17","2013-09-16",15,FALSE,1,6539,"WADLEY STREAM","SP3658800029",671268,1,"",2013-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663279,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,81,4.5,19,85.2,4.48,NA,NA,NA,NA,NA,NA,NA,13,62,4.77,0.63,0.63,100,1.75,9.26,18.9,17,102,6,NA,NA,NA,NA,3,0,5,33,15.15,19,86.9,4.57,"No",2013,9,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB","TH-PUTR0252",0.634,14.2,6.24,4.06,7.85,0.0525,0.043,4.11,0.00076,61,NA,NA,NA,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB",21,64,0,5,1,1,0,0,75,724,20,930,1,1
"50",587,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",35441,1,"SU",63648,58759,"SU6364858759","GB106039017160",65,4,6.67,1,4.4,26.7,14,50,28,8,196,NA,NA,NA,"2012-10-04","2013-03-27","2013-09-27",2,FALSE,1,6780,"BOW BROOK","SU6364858759",673287,1,"",2013-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663284,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,48,3.69,15,59.8,3.99,NA,NA,NA,NA,NA,NA,NA,12,42,3.5,0.5,0.99,50.51,1.75,4.89,35.79,12,78,6.5,NA,NA,NA,NA,3,0,5,23,21.74,15,60.9,4.06,"No",2013,9,"0D1816D3-B1FB-4A2B-BD2F-69714D29BBF9","TH-PLDR0056",0.064,12.95,7.265,1.0085,7.815,0.02525,0.065,1.035,0.000965,68.75,NA,NA,NA,"0D1816D3-B1FB-4A2B-BD2F-69714D29BBF9",13,2,0,7,1,0,0,0,13,22,17,60,1,1
"51",592,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","DORN",35456,1,"SP",44679,19830,"SP4467919830","GB106039037380",84,2.5,19.69,1,3.6,28.33,3,50,32,15,257,NA,NA,NA,"1995-01-01","1989-10-12","2019-10-11",26,FALSE,1,6856,"DORN","SP4467919830",677039,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664968,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,87,5.8,15,93.5,6.23,NA,NA,NA,NA,NA,NA,NA,11,59,5.36,1,1,100,5.75,6.72,85.57,14,110,7.86,NA,NA,NA,NA,3,0,19,25,76,15,96,6.4,"No",2013,10,"4BF3B693-A08E-45A0-9141-83E430C5745C","TH-PEVR0003",0.114,13.4,9.585,6.71,8.13,0.01385,0.03,6.725,0.000705,92,NA,NA,NA,"4BF3B693-A08E-45A0-9141-83E430C5745C",49,212,0,127,35,0,11,2,9,3,18,450,7,48
