"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved as O2_mg/l","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved, % Saturation_%","Ammonia un-ionised as N_mg/l","Temperature of Water_cel","Nitrite as N_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"20",381,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",34340,1,"TL",29835,9755,"TL2983509755","GB106038033392",46,1.1,37.65,3,8.5,31,13,73,11,4,232,NA,NA,NA,"1995-01-01","1975-04-21","2021-10-14",62,FALSE,1,4837,"LEE (THAMES)","TL2983509755",850978,1,"",2021-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",893126,"2021-10-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,111,5.84,20,119.7,5.99,18,32,1.78,5,5,5,8.89,17,97,5.71,14.64,18.44,79.39,10.55,14.17,74.45,18,143,7.94,23,186,8.09,31,51,60.78,30,45,66.67,20,117.4,5.87,"No",2021,10,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0","TH-PLER0076",0.25,10.25,0.03,8.73,8.025,10.235,91.95,0.000915,17.65,0.0325,NA,0.3,9.55,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0",15,41,0,130,243,0,64,0,48,146,35,691,15,307
"21",382,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",34343,1,"TL",27886,13403,"TL2788613403","GB106038033270",49,3,18.19,2,9,26.33,2,77,11,10,260,NA,NA,NA,"1995-01-01","1980-01-07","2022-09-14",91,FALSE,1,4893,"MIMRAM","TL2788613403",867833,1,"",2021-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",887839,"2022-07-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,157,5.61,33,185.7,5.63,28,47,1.68,5,7,7,11.75,25,129,5.16,22.4,29.75,75.29,11.83,16.46,71.87,27,205,7.59,34,265,7.79,46,76,60.53,38,65,58.46,33,182.1,5.52,"Yes",2021,10,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A","TH-PLER0091",0.0665,6.35,0.03,9.42,7.83,6.33,94.7333333333333,0.00066,15.5,0.018,NA,NA,8.25,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A",745,1784,26,9,229,3,342,0,45,112,47,3296,18,571
"22",386,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",34347,1,"TL",35849,17446,"TL3584917446","GB106038033360",49,2,28.33,2,8,15,23,55,11,11,272,NA,NA,NA,"2012-10-04","1979-09-10","2022-05-11",62,FALSE,1,4992,"RIB","TL3584917446",849681,1,"",2021-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",893149,"2021-10-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,122,5.55,25,144,5.76,11,15,1.36,3,5,5,6.82,22,110,5,11.63,15.19,76.56,8.56,12.44,68.81,21,159,7.57,24,188,7.83,32,56,57.14,25,43,58.14,25,142.9,5.72,"No",2021,10,"766A6D74-181F-4322-B357-D4CDCB2E18B8","TH-PLER0228",0.42,7.9,0.03,9.09,8.24,7.89,88.8,0.00074,14.2,0.009,NA,NA,19,"766A6D74-181F-4322-B357-D4CDCB2E18B8",101,182,0,138,147,1,68,0,32,160,39,830,15,215
"23",387,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","QUIN",34348,1,"TL",39165,24801,"TL3916524801","GB106038040120",68,2.2,13.9,1,3.8,11,15,75,8,2,268,NA,NA,NA,"1995-01-01","1983-08-09","2021-11-10",41,FALSE,1,5012,"QUIN","TL3916524801",855011,1,"",2021-11-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",898006,"2023-03-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,113,5.65,22,121.6,5.53,12,18,1.5,5,5,5,7.5,17,82,4.82,9,12.18,73.89,4.52,7.67,58.93,18,132,7.33,20,152,7.6,25,40,62.5,18,33,54.55,22,121.5,5.52,"No",2021,11,"A0CFA4B5-08E1-4829-A318-29513651F8CE","TH-PLER0118",0.146666666666667,10.5,0.0375,11.2933333333333,7.80666666666667,10.48,109.066666666667,0.00053,13.5333333333333,0.04,NA,NA,3.03333333333333,"A0CFA4B5-08E1-4829-A318-29513651F8CE",67,251,0,8,6,0,32,0,28,85,39,480,13,38
"24",390,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","RODING",34352,1,"TL",56104,4058,"TL5610404058","GB106037033500",41,1.3,28.73,1,4,18.33,3,52,18,27,250,NA,NA,NA,"1995-01-01","1979-08-06","2022-09-07",56,FALSE,1,5067,"RODING","TL5610404058",852074,1,"",2021-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",886178,"2022-04-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,115,5.23,24,112.7,4.7,22,40,1.82,5,5,5,9.09,21,98,4.67,6,13.59,44.15,1.75,7.83,22.35,21,139,6.62,27,192,7.11,13,52,25,12,41,29.27,24,119.5,4.98,"No",2021,10,"BDCA7815-CF98-411C-9D3C-AA12F6AD78A7","TH-PRGR0028",0.107333333333333,3,0.03,8.53,7.90333333333333,2.98666666666667,87.7333333333333,0.000726666666666667,16.6,0.0156666666666667,NA,NA,4.13333333333333,"BDCA7815-CF98-411C-9D3C-AA12F6AD78A7",107,385,0,1,13,9,27,0,200,198,39,967,13,40
"25",394,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2022-05-10",81,FALSE,1,5162,"ASH (LEE)","TL4242016910",850434,1,"",2021-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",893127,"2021-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,96,4.8,22,117.9,5.36,14,23,1.64,3,3,3,4.93,18,86,4.78,10.5,14.31,73.38,5.76,9.41,61.21,19,135,7.11,20,151,7.55,23,44,52.27,18,37,48.65,22,115.4,5.25,"No",2021,10,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",0.0453333333333333,7.03333333333333,0.0403333333333333,9.86333333333333,7.64666666666667,7.01,93.6333333333333,0.00041,12.8666666666667,0.0233333333333333,NA,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",252,77,1,51,5,0,202,0,92,43,35,723,9,207
"26",395,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2022-11-23",78,FALSE,1,5209,"ASH (LEE)","TL3770013300",846804,1,"",2021-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",878646,"2022-02-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,113,5.65,20,117,5.85,23,39,1.7,5,5,5,8.48,17,88,5.18,15.75,18.94,83.16,5.78,8.44,68.48,18,135,7.5,27,211,7.81,34,51,66.67,21,31,67.74,20,114.9,5.75,"Yes",2021,9,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",0.212666666666667,6.13333333333333,0.03,9.59333333333333,7.92,6.11666666666667,97.3666666666667,0.00068,16,0.0186666666666667,1,NA,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",9,92,0,39,25,1,24,0,6,106,34,302,16,49
"27",396,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",34361,1,"TL",31200,15100,"TL3120015100","GB106038033310",47,1.5,24.6,2,5,10,5,60,10,25,203,NA,NA,NA,"2019-07-08","1979-08-29","2022-04-13",34,FALSE,1,5224,"BEANE","TL3120015100",869449,1,"",2021-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889821,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,152,5.63,29,161.4,5.57,24,45,1.88,5,7,7,13.13,27,139,5.15,19.25,24.89,77.34,9.08,14.94,60.78,27,199,7.37,36,280,7.78,41,71,57.75,31,57,54.39,29,160.2,5.52,"Yes",2021,10,"3776452A-590C-463B-A5D9-EA55B94B0D05","TH-PLER0227",0.021,5,0.072,9.96,7.85,4.97,101.2,0.00145,16,0.033,1,NA,NA,"3776452A-590C-463B-A5D9-EA55B94B0D05",12,2467,5,67,735,2,44,0,29,265,47,3634,20,779
"28",544,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SULHAM BROOK",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2023-03-20",44,FALSE,1,6301,"SULHAM BROOK","SU6423374102",851118,1,"",2021-10-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",882561,"2022-03-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,94,4.48,22,93.7,4.26,19,36,1.89,5,3,5,9.47,14,61,4.36,4.37,10.84,40.31,1.25,5.63,22.2,19,123,6.47,21,136,6.48,6,34,17.65,11,36,30.56,22,98,4.45,"No",2021,10,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.031,0.81,0.051,5.34,7.48,0.783,51.6,0.00037,13.7,0.027,NA,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",32,318,0,18,7,2,1,0,242,79,29,703,4,8
"29",580,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35402,1,"SU",80324,44244,"SU8032444244","GB106039017830",73,1.7,13.118,2,7.1,28.33,10,32,40,18,253,NA,NA,NA,"1995-01-01","1995-03-08","2022-09-07",44,FALSE,1,6663,"WEY (NORTH)","SU8032444244",845086,1,"",2021-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",876258,"2022-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,119,5.67,23,140.1,6.09,20,36,1.8,5,5,5,9,21,114,5.43,19.76,23.07,85.65,9.79,13.67,71.62,19,148,7.79,25,206,8.24,42,60,70,31,47,65.96,23,133.7,5.81,"No",2021,9,"5904C1CB-09BA-4F66-A2CA-E55872A51D5E","TH-PWER0115",0.383333333333333,9.53333333333333,0.03,11.2,8.25666666666667,9.5,113.533333333333,0.000846666666666667,16.0333333333333,0.0326666666666667,NA,NA,5,"5904C1CB-09BA-4F66-A2CA-E55872A51D5E",30,820,0,100,89,1,168,0,55,766,37,2029,15,257
"30",588,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35443,1,"SU",59031,72038,"SU5903172038","GB106039023300",55,2,15.2,1,6.7,33.33,2,35,43,20,218,NA,NA,NA,"1995-01-01","1989-03-17","2023-03-20",54,FALSE,1,6819,"PANG","SU5903172038",849839,1,"",2021-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",877917,"2022-02-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,199,6.22,39,240.2,6.16,26,62,2.38,5,7,7,16.69,33,176,5.33,22.37,27.03,82.76,14.78,18.7,79.04,32,245,7.66,35,282,8.06,47,68,69.12,40,61,65.57,39,238,6.1,"No",2021,9,"508A57BD-737B-474E-89FD-F4938F563071","TH-PPSR0016",0.042,7.7,0.03,10.2,7.705,7.69,102,0.000425,15.3,0.013,NA,NA,5.9,"508A57BD-737B-474E-89FD-F4938F563071",9,956,1,113,255,8,134,2,55,75,62,1623,17,391
"31",611,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2023-03-20",64,FALSE,1,7107,"KENNET","SU2273169574",849833,1,"",2021-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",863477,"2021-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,160,6.15,29,174.7,6.02,23,56,2.43,5,7,7,17.04,25,139,5.56,15.75,18.45,85.37,10.78,13.22,81.54,25,191,7.64,28,221,7.89,40,53,75.47,33,48,68.75,29,176.2,6.08,"No",2021,9,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.0345,8.05,0.0305,13.05,7.98,8.02,128.45,0.00067,14.4,0.034,NA,NA,3.7,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",30,754,3,100,43,0,147,3,136,8,42,1229,18,193
"32",648,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",35665,1,"SU",67447,54575,"SU6744754575","GB106039017080",65,3.3,6.92,1,6,40,8,71,15,6,256,NA,NA,NA,"2012-10-04","2002-05-24","2022-09-06",54,FALSE,1,7522,"LODDON","SU6744754575",849379,1,"",2021-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",871657,"2021-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,153,5.67,31,178.6,5.76,24,43,1.79,5,7,7,12.54,23,122,5.3,16,21.02,76.12,9.54,13.67,69.79,28,208,7.43,33,257,7.79,41,63,65.08,31,50,62,31,174.9,5.64,"No",2021,10,"90CC1787-EC9D-4378-A46C-F02B24AB7BB8","TH-PLDR0096",0.021,6.1,0.03,10.71,8,6.09,107.6,0.00079,15.85,0.00875,NA,NA,3.15,"90CC1787-EC9D-4378-A46C-F02B24AB7BB8",42,978,1,34,39,1,295,0,45,247,43,1683,17,334
"33",666,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35791,1,"SU",72191,51338,"SU7219151338","GB106039017240",80,4,2,1,7.9,37.5,4,66,22,8,218,NA,NA,NA,"2012-10-04","2004-04-27","2022-09-06",39,FALSE,1,7775,"WHITEWATER (LODDON)","SU7219151338",845560,1,"",2021-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",882518,"2021-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,70,4.67,18,89.8,4.99,11,23,2.09,5,3,5,10.45,13,66,5.08,5,9.04,55.31,4.02,6.2,64.84,14,104,7.43,15,107,7.13,16,33,48.48,18,32,56.25,18,88.4,4.91,"No",2021,9,"F5E91AAD-7E70-4E22-8E2A-976D229DEC4E","TH-RSN0425",0.015,8.1,0.0193333333333333,8.48,7.48666666666667,8.08333333333333,79.3333333333333,0.000136666666666667,12.2666666666667,0.0176666666666667,NA,0.0223333333333333,NA,"F5E91AAD-7E70-4E22-8E2A-976D229DEC4E",4,79,0,0,10,0,16,0,33,20,23,162,7,26
"34",667,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35792,1,"SU",73820,60110,"SU7382060110","GB106039017240",49,0.9,15.238,2,6.6,20.67,3,67,23,7,218,NA,NA,NA,"1995-01-01","1990-04-05","2022-09-02",66,FALSE,1,7823,"WHITEWATER (LODDON)","SU7382060110",844137,1,"",2021-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",876057,"2022-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,148,6.17,26,162.3,6.24,22,37,1.68,5,5,5,8.41,21,126,6,19.88,23.43,84.85,10,13.63,73.37,23,179,7.78,30,246,8.2,48,68,70.59,30,44,68.18,26,161,6.19,"No",2021,9,"4F71A3E9-F273-451F-9B53-7955BD05BD5A","TH-PLDR0048",0.072,5,0.03,9.5,7.96,4.99,96.7,0.00078,16.1,0.013,NA,NA,16,"4F71A3E9-F273-451F-9B53-7955BD05BD5A",12,800,0,71,81,1,75,8,59,311,41,1418,19,164
"35",670,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2021-11-04",43,FALSE,1,7865,"WINDRUSH","SP4019601720",854382,1,"",2021-11-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",879059,"2022-02-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,159,5.89,30,173,5.77,20,46,2.3,5,7,7,16.1,26,143,5.5,19.65,24.68,79.62,12.26,16.87,72.67,27,209,7.74,26,213,8.19,39,65,60,37,63,58.73,30,167.5,5.58,"No",2021,11,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",0.14,6.7,0.03,9.51,8.16,6.69,95.2,0.00081,15.3,0.01,NA,NA,NA,"247961AD-5079-468A-AA05-C27851449E22",201,1507,6,241,45,0,252,0,50,137,40,2466,13,297
"36",677,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690","GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,NA,NA,NA,"1995-01-01","1990-03-19","2022-11-08",61,FALSE,1,8003,"WEY (SOUTH)","SU8082036690",845829,1,"",2021-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",862978,"2021-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,123,5.86,22,128.9,5.86,20,27,1.35,5,5,5,6.75,17,97,5.71,15.14,18.33,82.6,10,12.42,80.52,21,162,7.71,25,196,7.84,36,53,67.92,28,41,68.29,22,128.4,5.84,"No",2021,9,"B0475CBD-1970-4942-AE13-A0682226E22E","TH-PWER0027",0.14,5.5,0.03,8.17,7.74,5.48,81.4,0.00044,15.1,0.016,NA,NA,NA,"B0475CBD-1970-4942-AE13-A0682226E22E",23,165,0,61,97,0,56,8,24,14,34,448,15,161
"37",687,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35831,1,"SU",80202,36045,"SU8020236045","GB106039017720",78,1.2,18.07,3,7.1,63.1,0,7,83,10,351,NA,NA,NA,"2022-06-30","2002-09-13","2021-09-10",31,FALSE,1,8098,"WEY (SOUTH)","SU8020236045",845081,1,"",2021-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",880399,"2022-03-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,87,5.44,17,91.7,5.39,12,17,1.42,3,3,3,4.25,16,88,5.5,9.26,11.84,78.21,5.5,8.4,65.48,14,106,7.57,17,131,7.71,26,40,65,17,30,56.67,17,97.9,5.76,"No",2021,9,"B0475CBD-1970-4942-AE13-A0682226E22E","TH-PWER0025",0.14,3.2,0.03,8.88,7.83,3.19,87.5,0.00052,14.6,0.014,NA,NA,NA,"B0475CBD-1970-4942-AE13-A0682226E22E",30,121,0,7,10,0,19,4,11,25,28,228,12,33
"38",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8521,"THAME","SP7966615281",847442,1,"",2021-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",877897,"2022-02-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,77,4.28,19,68.6,3.61,14,23,1.64,3,3,3,4.93,14,61,4.36,1.5,6.27,23.92,1.75,6.85,25.55,17,106,6.24,17,108,6.35,2,30,6.67,7,35,20,19,77.9,4.1,"No",2021,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.24,1.9,0.06,8.04,7.92,1.83,90.2,0.00202,20.9,0.066,NA,NA,5.2,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",106,103,4,17,1,3,1,0,501,12,27,751,2,2
"39",779,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2022-09-06",66,FALSE,1,9350,"LODDON","SU6868155289",849380,1,"",2021-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",882198,"2022-03-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,24,132.6,5.53,21,34,1.62,5,5,5,8.1,19,110,5.79,17.38,21.43,81.1,9.27,14.38,64.46,21,161,7.67,27,222,8.22,42,69,60.87,28,50,56,24,129.7,5.4,"No",2021,10,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.098,14.3333333333333,0.044,8.88333333333333,7.77333333333333,14.3333333333333,89.7,0.00072,15.7,0.0108333333333333,NA,NA,7.03333333333333,"07509599-DF51-4438-923C-ECD5C5BB82C9",94,4203,3,450,8,55,264,0,273,791,53,6148,12,272
