"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Oxygen, Dissolved, % Saturation_%","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Orthophosphate, reactive as P_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"59",922,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","KEY",36066,1,"SU",10746,93378,"SU1074693378","GB106039023650",78,0.5,11.96,1,1.7,33,2,10,17,71,205,NA,NA,NA,"1995-01-01","1990-03-28","2015-09-02",26,FALSE,1,10314,"KEY","SU1074693378",724236,1,"",2015-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",723891,"2015-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,62,4.43,16,75.1,4.69,8,10,1.25,1,3,3,3.75,9,37,4.11,2.87,7.29,39.37,3.01,7.35,40.95,14,92,6.57,14,95,6.79,10,28,35.71,10,29,34.48,16,76.5,4.78,"No",2015,9,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9","TH-PUTR0057",0.0493333333333333,7.86666666666667,72.6,7.23666666666667,15.8,12.2633333333333,0.00104,0.0622666666666667,2.35,12.2933333333333,NA,NA,NA,NA,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9",2,145,0,14,1,0,25,1,211,135,20,545,3,27
"60",925,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","KINGSEY CUTTLE BROOK",36070,1,"SP",73566,6443,"SP7356606443","GB106039030200",68,1,7.92,2,3,38.33,3,42,33,22,255,NA,NA,NA,"1995-01-01","1989-08-31","2015-10-22",24,FALSE,1,10340,"KINGSEY CUTTLE BROOK","SP7356606443",728875,1,"",2015-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716689,"2015-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,41,5.13,8,40,5,4,5,1.25,1,1,1,1.25,6,28,4.67,1,3.09,32.36,0.5,2.91,17.18,6,41,6.83,6,44,7.33,2,15,13.33,4,14,28.57,8,41.9,5.24,"No",2015,10,"4B32ADA4-7A64-4A73-B24E-5C4F2640CBD6","TH-PTAR0017",0.0396666666666667,8.05333333333333,88.7666666666667,8.63333333333333,16.5,10.1666666666667,0.00118,0.058,1.12333333333333,10.2233333333333,NA,NA,NA,NA,"4B32ADA4-7A64-4A73-B24E-5C4F2640CBD6",100,0,0,8,3,0,3,0,47,407,12,568,3,6
"61",936,"THAMES - WEST","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","HAYDON WICK BROOK",36087,1,"SU",11762,88024,"SU1176288024","GB106039023330",89,0.8,4.19,1,2.2,42.67,0,3,13,83,247,NA,NA,NA,"1995-01-01","1990-02-21","2015-10-07",15,FALSE,1,10550,"HAYDON WICK BROOK","SU1176288024",726987,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716293,"2015-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,30,3.75,9,36.8,4.09,2,2,1,1,1,1,1,6,23,3.83,1,2.6,38.46,0.5,2.43,20.58,7,45,6.43,5,33,6.6,1,11,9.09,3,13,23.08,9,35.1,3.9,"No",2015,10,"59AE8432-A4BA-4970-94EC-7AFB65851820","TH-PUTR0324",0.119,7.92,61.7,5.9,17.4,1.48,0.00311,0.0554,0.148,1.54,NA,NA,NA,NA,"59AE8432-A4BA-4970-94EC-7AFB65851820",7,9,0,0,1,0,0,0,13,38,10,68,1,1
"62",968,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","DATCHET COMMON BROOK",36153,1,"TQ",18,75460,"TQ0001875460","GB106039023520",18,1.7,11.8,1,2.2,26.67,12,53,22,13,214,NA,NA,NA,"1995-01-01","1989-11-16","2015-09-18",21,FALSE,1,10928,"DATCHET COMMON BROOK","TQ0001875460",725454,1,"",2015-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",724968,"2015-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,117,5.32,24,123.6,5.15,19,30,1.58,5,5,5,7.89,17,90,5.29,8.37,14.01,59.74,6.01,11.38,52.81,21,148,7.05,22,163,7.41,23,47,48.94,18,42,42.86,24,125.2,5.22,"No",2015,9,"60C3C44D-7E8C-479B-A4E2-3A8ABF4DD889","TH-PTHR0022",0.0346666666666667,7.78,73.2333333333333,7.26,15.8666666666667,4.01666666666667,0.000603333333333333,0.0169,0.186333333333333,4.03333333333333,NA,NA,NA,NA,"60C3C44D-7E8C-479B-A4E2-3A8ABF4DD889",15,60,2,62,15,0,25,0,24,239,30,445,7,40
"63",969,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","DERRY BROOK",36154,1,"SU",4776,92802,"SU0477692802","GB106039023620",84,1.1,7.49,1,4,30,2,3,7,88,184,NA,NA,NA,"1995-01-01","1990-03-14","2018-11-27",25,FALSE,1,10938,"DERRY BROOK","SU0477692802",729415,1,"",2015-11-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",718272,"2015-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",5,15,3,5,12.5,2.5,3,4,1.33,1,1,1,1.33,4,10,2.5,NA,1.84,0,NA,1.2,0,3,17,5.67,4,23,5.75,NA,10,0,NA,8,0,5,14.1,2.82,"No",2015,11,"A7F028FE-F51C-4813-B768-FE7E132BE6DF","TH-PUTR0043",3.61,7.725,32.3,3.39,13.1,0.472,0.0545,0.0832,0.7585,0.555,NA,NA,NA,NA,"A7F028FE-F51C-4813-B768-FE7E132BE6DF",10,5,0,0,0,0,0,0,555,26,8,596,0,0
"64",974,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36168,1,"SU",91232,78705,"SU9123278705","GB106039023510",23,0.9,22.34,1,10.3,101.67,1,9,10,80,226,NA,NA,NA,"1995-01-01","1990-03-12","2015-11-05",28,FALSE,1,10999,"THE CUT","SU9123278705",729522,1,"",2015-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720539,"2015-12-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,62,4.43,15,63.6,4.24,9,10,1.11,1,3,3,3.33,12,52,4.33,2.13,6.43,33.13,0.5,4.88,10.25,13,77,5.92,13,81,6.23,3,29,10.34,3,24,12.5,15,65.6,4.37,"No",2015,11,"00D47111-C8D5-4FE8-9ECE-2C1A00DCC1C0","TH-PTHR0124",0.154,7.76,57.6,5.555,17.1,15.1,0.003175,0.1029,0.6625,15.2,NA,0.756,19.7,NA,"00D47111-C8D5-4FE8-9ECE-2C1A00DCC1C0",12,17,0,1,3,1,0,0,8,64,22,107,2,3
"65",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11396,"CRANLEIGH WATERS","TQ0568836983",727368,1,"",2015-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",722029,"2016-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,106,5.3,22,120.2,5.46,16,29,1.81,5,5,5,9.06,22,99,4.5,10.13,14.91,67.94,6,9.67,62.05,20,138,6.9,23,165,7.17,21,49,42.86,19,40,47.5,22,121.3,5.51,"No",2015,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.03,7.93666666666667,71.5,7.48,13.2,0.523,0.00043,0.0074,0.083,0.53,NA,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",40,27,0,25,100,0,35,2,196,306,35,731,11,137
"66",997,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2019-11-28",47,FALSE,1,11602,"CHURN","SP0190807912",724232,1,"",2015-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717683,"2015-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,122,6.1,23,146.3,6.36,24,64,2.67,10,5,10,26.67,22,131,5.95,22.63,24.97,90.63,11.5,13.67,84.13,20,157,7.85,33,270,8.18,52,71,73.24,32,44,72.73,23,147,6.39,"No",2015,9,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",0.03,8.36,86.2,8.78,14.4,5.8,0.00075,0.0101,0.013,5.81,NA,NA,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",80,505,1,103,111,0,364,26,576,157,51,1923,20,501
"67",1003,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36239,1,"SU",58596,86767,"SU5859686767","GB106039023570",46,0.5,3.8,1,3.6,30.33,12,17,7,65,252,NA,NA,NA,"1995-01-01","1990-04-09","2015-10-26",23,FALSE,1,11687,"CHOLSEY BROOK","SU5859686767",729004,1,"",2015-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716690,"2015-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,61,4.36,16,73.2,4.58,11,17,1.55,5,3,5,7.73,14,61,4.36,3.37,9.24,36.47,1.5,6.56,22.87,13,85,6.54,15,100,6.67,6,30,20,7,30,23.33,16,73.7,4.61,"No",2015,10,"5CB9354E-CD3E-4704-8DBA-38961F08F444","TH-PTHR0015",0.032,7.93,78.3,7.91,14.95,9.05,0.000735,0.0202,0.021,9.07,NA,NA,NA,NA,"5CB9354E-CD3E-4704-8DBA-38961F08F444",64,171,0,2,25,0,0,0,80,1403,22,1766,2,25
"68",1004,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36240,1,"SU",59577,87384,"SU5957787384","GB106039023570",46,0.8,5.12,1,4.9,78.33,0,0,0,100,273,NA,NA,NA,"1995-01-01","1990-04-09","2018-11-14",27,FALSE,1,11699,"CHOLSEY BROOK","SU5957787384",724973,1,"",2015-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",714570,"2015-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,27,3,9,27.6,3.07,7,8,1.14,1,1,1,1.14,7,27,3.86,NA,3.3,0,0.5,3.17,15.77,7,41,5.86,9,52,5.78,NA,18,0,1,16,6.25,9,30.9,3.43,"No",2015,9,"1A237739-A0CA-43C4-A3B0-0018978F2D45","TH-PTHR0016",0.3025,7.72,67.9,6.725,16.65,8.89,0.004975,0.372,0.463,9.265,NA,NA,NA,NA,"1A237739-A0CA-43C4-A3B0-0018978F2D45",21,5,0,1,0,0,0,0,346,90,15,472,0,0
"69",1017,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE",36278,1,"TQ",6744,65747,"TQ0674465747","GB106039017030",12,1,18.787,2,7.3,65,3,8,70,18,106,NA,NA,NA,"1995-01-01","1989-08-29","2015-10-23",32,FALSE,1,11844,"BOURNE","TQ0674465747",731460,1,"",2015-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",719645,"2015-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,108,5.68,20,110.7,5.54,20,34,1.7,5,5,5,8.5,17,86,5.06,14.14,17.45,81.03,8.03,9.73,82.53,17,132,7.76,24,185,7.71,30,53,56.6,24,38,63.16,20,111.2,5.56,"No",2015,10,"BFB081E3-08A6-49BF-8156-7204EB510311","TH-PBNR0005",NA,NA,NA,NA,NA,15.5,NA,0.0485,NA,15.5,NA,NA,NA,NA,"BFB081E3-08A6-49BF-8156-7204EB510311",50,103,7,112,63,0,12,0,6,23,30,376,11,75
"70",1027,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (N)",36293,1,"TQ",3481,67301,"TQ0348167301","GB106039017070",15,1,16.014,2,5.3,73.33,2,7,53,38,107,NA,NA,NA,"1995-01-01","1990-04-02","2015-10-23",27,FALSE,1,11956,"BOURNE (N)","TQ0348167301",728958,1,"",2015-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716958,"2015-11-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,61,4.07,20,80.7,4.04,13,17,1.31,3,3,3,3.92,15,60,4,1.5,9.1,16.48,1.76,7.83,22.48,16,98,6.13,18,112,6.22,3,38,7.89,6,37,16.22,20,84,4.2,"No",2015,10,"3F0A55CD-E2D1-4075-8908-63FD4A85F6AF","TH-PBNR0001",0.199,7.42,59.9,5.89,16.1,25.7,0.001515,0.128,0.8755,25.85,NA,NA,NA,NA,"3F0A55CD-E2D1-4075-8908-63FD4A85F6AF",33,104,2,0,1,0,1,0,17,325,25,483,2,2
"71",1028,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (N)",36295,1,"TQ",1440,67950,"TQ0144067950","GB106039017070",17,1.5,13.433,1,3,43.33,12,43,28,17,27.2,NA,NA,NA,"1995-01-01","1989-08-29","2015-11-16",31,FALSE,1,11971,"BOURNE (N)","TQ0144067950",728966,1,"",2015-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717680,"2015-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,116,5.52,22,125.6,5.71,13,21,1.62,5,5,5,8.08,19,89,4.68,8.24,13.75,59.93,4.73,9.07,52.15,19,134,7.05,19,136,7.16,13,37,35.14,18,34,52.94,22,124.4,5.65,"No",2015,11,"3B1BAC3C-51C8-4E1C-9BD4-87B34C5DFC9E","TH-PBNR0003",0.145,7.31,69.9,6.6,18,0.38,0.00099,0.0101,0.039,0.39,NA,NA,NA,NA,"3B1BAC3C-51C8-4E1C-9BD4-87B34C5DFC9E",44,32,0,84,36,0,50,0,68,113,30,430,9,86
"72",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,1,13475,"EDEN (KENT)","TQ5206443767",726121,1,"",2015-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",722100,"2016-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,83,5.19,16,89,5.56,14,27,1.93,5,3,5,9.64,14,80,5.71,15.38,17.71,86.84,8.51,10.92,77.93,15,116,7.73,18,148,8.22,35,48,72.92,22,33,66.67,16,88,5.5,"No",2015,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.048,7.69333333333333,72.9333333333333,6.79333333333333,18.8,4.16333333333333,0.000843333333333333,0.0329666666666667,0.561333333333333,4.19666666666667,NA,0.657666666666667,27.2,2.18666666666667,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",51,20,0,1,142,4,133,0,37,131,27,527,10,275
"73",1235,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER ST.TRIB.(CLAYBR.ST.)",42370,2,"TQ",83630,40080,"TQ8363040080","GB106040018290",25,2.1,2.6,1,1.8,6,5,45,0,50,131.2,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",28,FALSE,1,14137,"HAMMER ST.TRIB.(CLAYBR.ST.)","TQ8363040080",726958,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717344,"2015-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,77,4.53,17,78.2,4.6,12,17,1.42,3,3,3,4.25,13,61,4.69,5.89,9.82,59.98,5.25,8.88,59.12,15,101,6.73,17,118,6.94,10,31,32.26,13,30,43.33,17,77.8,4.58,"No",2015,10,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425","SO-E0000582",0.032,7.4,70.3,6.92,16,23,0.00023,0.0272,0.816,23,NA,NA,NA,NA,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425",55,25,0,110,20,0,7,0,84,154,21,455,4,27
"74",1236,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER STREAM",42373,2,"TQ",83540,40400,"TQ8354040400","GB106040018290",25,1.6,11.2,1,5.5,36.67,27,13,0,60,83.3,NA,NA,NA,"1995-01-01","1981-06-22","2015-10-07",25,FALSE,1,14149,"HAMMER STREAM","TQ8354040400",726994,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",714841,"2015-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,153,5.46,30,160,5.33,29,44,1.52,5,7,7,10.62,26,130,5,12.51,19.36,64.62,6,11.34,52.91,28,191,6.82,36,257,7.14,27,68,39.71,21,51,41.18,30,160.2,5.34,"No",2015,10,"06883784-4CBB-4792-AE0F-D34ABB392B43","SO-E0000579",0.039,7.66,95.1,8.71,19.5,7.69,0.00066,0.0398,0.216,7.73,NA,NA,NA,NA,"06883784-4CBB-4792-AE0F-D34ABB392B43",31,6,0,30,106,10,18,0,24,256,47,496,13,124
"75",1275,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42511,2,"TQ",69090,48820,"TQ6909048820","GB106040018130",10,1.1,39.5,4,5.2,56.67,10,28,2,60,63.8,NA,NA,NA,"1995-01-01","1989-11-13","2015-10-14",30,FALSE,1,14466,"TEISE","TQ6909048820",728243,1,"",2015-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716819,"2015-11-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,81,4.76,19,91.2,4.8,14,26,1.86,5,3,5,9.29,15,72,4.8,3,7.04,42.61,2.5,5.44,45.96,17,114,6.71,17,113,6.65,6,32,18.75,11,32,34.38,19,92.9,4.89,"No",2015,10,"29417539-6FBD-42CC-B412-8FCE820A3E1F","SO-E0000629",0.03,7.64,84.8,8.31,16.2,4.36,0.00038,0.0163,0.102,4.38,NA,NA,NA,NA,"29417539-6FBD-42CC-B412-8FCE820A3E1F",11,24,0,3,9,1,27,0,13,5,26,95,6,36
"76",1446,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43072,2,"TQ",79740,37080,"TQ7974037080","GB106040018290",50,4.8,4,1,1.8,10,13,72,3,12,93.2,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-07",33,FALSE,1,16068,"CRANE BROOK","TQ7974037080",727004,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",719549,"2015-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,110,5,23,120,5.22,17,19,1.12,1,5,5,5.59,17,79,4.65,10.39,13.94,74.53,8.25,11.15,73.99,21,144,6.86,25,176,7.04,26,51,50.98,21,38,55.26,23,117.5,5.11,"No",2015,10,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759","SO-E0000597",NA,7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759",10,53,0,54,85,0,4,0,89,255,34,550,12,89
"77",1447,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43073,2,"TQ",82090,38200,"TQ8209038200","GB106040018290",35,2.3,6.9,1,4,16.67,7,68,0,25,78.3,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",30,FALSE,1,16080,"CRANE BROOK","TQ8209038200",726963,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717652,"2015-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,111,5.55,21,117.8,5.61,18,28,1.56,5,5,5,7.78,16,83,5.19,10.76,13.58,79.23,7.02,9.46,74.21,19,135,7.11,22,163,7.41,25,47,53.19,19,36,52.78,21,119.4,5.69,"No",2015,10,"27774CF2-115B-43B5-8E0E-2368305AA3C9","SO-E0000596",0.03,7.18,63.7,6.37,15.3,11.1,0.00012,0.0251,0.515,11.1,NA,NA,NA,NA,"27774CF2-115B-43B5-8E0E-2368305AA3C9",326,12,0,166,80,0,2,1,6,109,30,702,10,83
"78",1566,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,17346,"GROM","TQ5294037480",726193,1,"",2015-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720074,"2015-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,68,5.23,14,69.8,4.99,8,16,2,5,3,5,10,12,66,5.5,7.51,9.23,81.37,4.01,6.42,62.46,12,87,7.25,14,110,7.86,18,29,62.07,14,23,60.87,14,71.7,5.12,"No",2015,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",0.11,7.65,75.9,7.55,15.5,0.55,0.00136,0.0204,0.064,0.57,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",72,160,0,0,6,1,6,0,138,40,23,423,7,12
