"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrite as N_mg/l","Temperature of Water_cel","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved as O2_mg/l","Ammonia un-ionised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"34",907,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36031,1,"SU",71580,64750,"SU7158064750","GB106039017330",46,0.8,26.711,4,9.3,73.33,3,33,33,30,226,NA,NA,NA,"1995-01-01","1990-11-27","2019-09-26",41,FALSE,1,10090,"LODDON","SU7158064750",616186,1,"",2010-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605453,"2010-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,181,6.24,31,188.4,6.08,25,45,1.8,5,7,7,12.6,22,122,5.55,15.02,22.25,67.51,10.01,16.8,59.58,28,206,7.36,30,227,7.57,23,58,39.66,28,53,52.83,31,185.9,6,"No",2010,11,"7425322F-91D8-4631-A13B-7792CCDF9DA3","TH-PLDR0028",8.99333333333333,0.0258,16.81,8.13333333333333,8.96666666666667,8.29333333333333,0.000996666666666667,0.033,85.5,0.193666666666667,12.2,1.2,NA,4.2,"7425322F-91D8-4631-A13B-7792CCDF9DA3",51,126,0,86,92,4,244,0,37,469,37,1109,15,336
"35",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10138,"LODDON","SU6868155289",613619,1,"",2010-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604468,"2010-10-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,101,5.32,20,105.7,5.29,16,27,1.69,5,5,5,8.44,15,90,6,15.88,21.15,75.08,8.78,14.13,62.14,18,138,7.67,19,152,8,28,49,57.14,26,45,57.78,20,102.9,5.15,"No",2010,9,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",14.375,0.031525,16.595,7.825,14.375,9.225,0.0007125,0.03575,94.825,0.376,4.645,1,NA,1.9,"07509599-DF51-4438-923C-ECD5C5BB82C9",200,100,1,280,82,40,170,0,230,544,23,1647,7,252
"36",927,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2017-10-06",38,FALSE,1,10418,"LAMBOURN","SU3892274703",616410,1,"",2010-11-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605644,"2010-11-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,138,5.52,29,164.8,5.68,22,30,1.36,5,5,5,6.82,21,109,5.19,17.14,20.81,82.36,11.33,13.53,83.74,24,184,7.67,29,228,7.86,53,73,72.6,39,57,68.42,29,164.3,5.67,"No",2010,11,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",7.4,0.00776666666666667,12.92,7.70333333333333,7.39,10.2333333333333,0.00036,0.0306666666666667,97.2333333333333,0.0513333333333333,3.96666666666667,NA,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",14,2634,0,68,2001,0,106,0,46,63,44,4933,20,2107
"37",945,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","HART",36106,1,"SU",77912,56187,"SU7791256187","GB106039017090",58,1.1,7.24,1,5.9,60,5,45,20,30,146,NA,NA,NA,"1995-01-01","1990-03-12","2017-10-09",26,FALSE,1,10633,"HART","SU7791256187",612631,1,"",2010-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",603628,"2010-09-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,127,5.52,24,119.8,4.99,NA,NA,NA,NA,NA,NA,NA,19,82,4.32,NA,NA,NA,2.5,8.61,29.04,21,142,6.76,NA,NA,NA,NA,4,0,13,41,31.71,24,119.9,5,"No",2010,9,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8","TH-PLDR0018",4.75,0.0159666666666667,16.15,7.52666666666667,4.73333333333333,6.64666666666667,0.000346666666666667,0.03,67.7666666666667,0.219666666666667,7.48333333333333,NA,NA,NA,"C3F54B22-B3E8-4411-A439-0BE36DFAF4A8",111,153,0,65,69,41,170,0,231,41,26,896,7,239
"38",951,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36115,1,"TQ",29150,39800,"TQ2915039800","GB106039017500",61,2.5,11.775,2,2.8,16.67,4,81,8,7,53.8,NA,NA,NA,"1995-01-01","1990-03-26","2010-09-07",38,FALSE,1,10735,"GATWICK STREAM","TQ2915039800",612746,1,"",2010-09-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",603845,"2010-09-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,40,3.64,14,56.6,4.04,4,4,1,1,1,1,1,10,44,4.4,5.76,8.71,66.13,3.53,7.17,49.23,11,73,6.64,8,56,7,8,27,29.63,13,32,40.63,14,58.5,4.18,"No",2010,9,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0013",0.79,0.05475,16.3,7.7275,0.7755,7.05,0.0029475,0.165,71.95,0.0615,7.525,1.375,NA,10.255,"CD986750-39B5-4BED-8746-639B04A1BF59",301,70,0,0,0,0,0,0,157,475,15,1003,0,0
"39",955,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FILCHAMPSTEAD BROOK",36121,1,"SP",44352,7369,"SP4435207369","GB106039030210",65,1.6,2.19,1,3.7,70,0,0,0,100,202,NA,NA,NA,"1995-01-01","1990-04-18","2014-10-03",20,FALSE,1,10775,"FILCHAMPSTEAD BROOK","SP4435207369",616901,1,"",2010-11-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606661,"2010-12-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,84,4.94,19,80,4.21,1,2,2,1,3,3,6,12,44,3.67,NA,NA,NA,0.75,5.86,12.8,16,96,6,2,12,6,NA,2,0,6,31,19.35,19,84,4.42,"No",2010,11,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC","TH-PTHR0026",7.2,0.0249333333333333,14.4866666666667,7.92333333333333,7.18333333333333,7.2,0.000693333333333333,0.0413333333333333,70.7333333333333,0.2,5.60666666666667,NA,NA,NA,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC",3,142,0,1,62,3,7,0,147,199,20,569,4,69
"40",970,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",36156,1,"SP",17366,27494,"SP1736627494","GB106039037470",155,3.9,0.83,2,6.1,48,8,39,48,5,188,NA,NA,NA,"1995-01-01","1990-12-06","2012-11-30",30,FALSE,1,10960,"DIKLER","SP1736627494",616945,1,"",2010-11-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",607653,"2011-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,123,4.92,29,157.1,5.42,24,40,1.67,5,5,5,8.33,20,103,5.15,15.14,18.07,83.79,10.8,12.78,84.51,24,181,7.54,28,213,7.61,41,64,64.06,34,56,60.71,29,153.4,5.29,"No",2010,11,"CE4DB28E-FE08-4646-8B9C-1610D2498736","TH-PWRR0004",6.98333333333333,0.0271666666666667,12.1266666666667,7.82333333333333,6.95333333333333,10.9333333333333,0.000463333333333333,0.0316666666666667,101.833333333333,0.02,4.17666666666667,1.43333333333333,NA,NA,"CE4DB28E-FE08-4646-8B9C-1610D2498736",61,1755,13,183,293,0,207,0,67,9,42,2591,14,500
"41",975,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THE CUT",36170,1,"SU",89580,79350,"SU8958079350","GB106039023510",22,0.9,20.262,3,6.1,50,23,43,15,18,194,NA,NA,NA,"1995-01-01","1990-03-12","2010-10-07",26,FALSE,1,11010,"THE CUT","SU8958079350",614372,1,"",2010-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604788,"2010-10-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,106,4.82,24,110.2,4.59,19,25,1.32,3,5,5,6.58,18,82,4.56,7.13,11.9,59.92,4.27,8.64,49.42,20,131,6.55,22,150,6.82,13,41,31.71,14,39,35.9,24,116.6,4.86,"No",2010,10,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C","TH-PTHR0126",25.4666666666667,0.0601,18.3266666666667,7.70333333333333,25.4333333333333,7.64333333333333,0.000893333333333333,0.0443333333333333,81.4666666666667,0.604,NA,NA,NA,NA,"CD9ABAE1-8227-44DE-A8AF-1085A76C672C",153,161,0,3,56,6,11,0,107,212,27,709,8,67
"42",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11379,"CRANLEIGH WATERS","TQ0568836983",615341,1,"",2010-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",605080,"2010-10-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,77,5.5,15,84.6,5.64,NA,NA,NA,NA,NA,NA,NA,11,52,4.73,1.13,1.13,100,5.27,7.94,66.37,12,87,7.25,NA,NA,NA,NA,3,0,13,24,54.17,15,82.7,5.51,"No",2010,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",NA,0.0068,15.79,7.64,NA,7.15,0.00083,0.067,72.3,NA,13.4,3,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",25,8,0,28,161,0,155,0,23,50,15,450,5,316
"43",997,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2019-11-28",47,FALSE,1,11594,"CHURN","SP0190807912",615474,1,"",2010-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605158,"2010-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",34,213,6.26,38,249.2,6.56,32,56,1.75,5,10,10,17.5,28,164,5.86,25.38,30.89,82.16,16.79,20.95,80.14,34,261,7.68,43,341,7.93,61,92,66.3,50,71,70.42,38,241.7,6.36,"No",2010,10,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",6.3,0.0098,15.4433333333333,8.21666666666667,6.29,10.1866666666667,0.00078,0.03,102.166666666667,0.02,7.11333333333333,NA,NA,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",71,1304,0,204,454,1,139,0,57,645,64,2898,32,593
"44",1077,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",41976,2,"TQ",38730,42890,"TQ3873042890","GB106040018660",55,2.7,9.8,1,2.2,33.33,13,23,0,63,82.3,NA,NA,NA,"1995-01-01","1995-04-13","2011-09-14",19,FALSE,1,12220,"FELBRIDGE WATER","TQ3873042890",614659,1,"",2010-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606914,"2010-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,31,4.43,9,39.6,4.4,NA,NA,NA,NA,NA,NA,NA,5,26,5.2,NA,NA,NA,NA,1.46,0,6,39,6.5,NA,NA,NA,NA,3,0,2,12,16.67,9,41.2,4.58,"No",2010,10,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE","SO-E0000859",0.62,0.0048,14.17,7.52,0.615,7.7,0.00085,0.102,75.2,0.189,NA,2.2,NA,NA,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE",50,8,0,0,3,3,0,0,100,0,9,165,1,3
"45",1135,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",42096,2,"TQ",60690,46180,"TQ6069046180","GB106040018410",25,4.4,7.8,1,3.7,46.67,18,57,2,23,90.3,NA,NA,NA,"1995-01-01","1992-10-21","2017-03-30",31,FALSE,1,12912,"SOMERHILL STREAM","TQ6069046180",613668,1,"",2010-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605434,"2010-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,48,3.69,13,47.1,3.62,NA,NA,NA,NA,NA,NA,NA,8,32,4,1,1,100,2.52,5.44,46.32,11,73,6.64,NA,NA,NA,NA,4,0,10,30,33.33,13,51.5,3.96,"No",2010,9,"8D50C01B-B8F2-4D27-8680-70748D541716","SO-E0000768",21.2,0.0373,15.53,7.48,21.2,8.46,0.00075,0.089,85.1,3.08,NA,NA,NA,NA,"8D50C01B-B8F2-4D27-8680-70748D541716",500,440,30,7,0,0,0,0,74,45,14,1097,0,0
"46",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,1,13460,"EDEN (KENT)","TQ5206443767",612662,1,"",2010-09-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",603800,"2010-09-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,132,5.74,26,149.4,5.75,NA,NA,NA,NA,NA,NA,NA,19,100,5.26,2.13,2.13,100,11,13.43,81.91,21,154,7.33,NA,NA,NA,NA,3,0,29,46,63.04,26,148.5,5.71,"No",2010,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",2.855,0.0381,18.195,7.755,2.815,5.76,0.000635,0.0335,61.4,0.8915,8.54,1.65,0.9675,18.35,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",80,14,1,41,156,5,19,0,112,39,28,487,9,175
"47",1243,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",42393,2,"TQ",36500,41200,"TQ3650041200","GB106040018660",60,2.1,6.6,1,5.3,40,8,30,0,62,82.2,NA,NA,NA,"1995-01-01","1989-11-06","2011-11-28",27,FALSE,1,14220,"FELBRIDGE WATER","TQ3650041200",614662,1,"",2010-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606387,"2010-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,31,3.88,9,34.2,3.8,NA,NA,NA,NA,NA,NA,NA,3,10,3.33,NA,NA,NA,0.51,1.72,29.65,7,46,6.57,NA,NA,NA,NA,4,0,4,15,26.67,9,33.9,3.77,"No",2010,10,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B","SO-E0000862",2.22,0.055,18.13,7.24,2.17,3.15,0.00177,0.301,33.4,2.8,NA,1.1,NA,NA,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B",102,7,0,0,1,0,0,0,50,7,9,167,1,1
"48",1596,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59400,42850,"TQ5940042850","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,17642,"SOMERHILL STREAM","TQ5940042850",613665,1,"",2010-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606119,"2010-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,34,3.78,9,34.6,3.84,NA,NA,NA,NA,NA,NA,NA,5,20,4,1,1,100,2.5,3.74,66.84,7,48,6.86,NA,NA,NA,NA,3,0,7,19,36.84,9,36.5,4.06,"No",2010,9,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",21.4,0.07375,NA,7.59,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"027B6F16-4594-4D06-B172-3316B9972785",119,58,3,1,0,0,14,0,98,0,9,293,1,14
"49",1627,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LOOSE STREAM",43739,2,"TQ",75500,52370,"TQ7550052370","GB106040018420",45,10.3,5.7,1,5.7,33.33,0,13,30,57,228.9,NA,NA,NA,"1995-01-01","1995-04-24","2010-10-19",16,FALSE,1,17924,"LOOSE STREAM","TQ7550052370",615301,1,"",2010-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",613916,"2011-05-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,76,5.07,17,83.6,4.92,10,13,1.3,3,3,3,3.9,10,50,5,4.5,7.56,59.52,2.25,4.66,48.28,13,87,6.69,16,115,7.19,10,26,38.46,10,22,45.45,17,86.4,5.08,"No",2010,10,"07D00F07-E828-4FCC-9BF9-962EE27DD612","SO-E0000519",12.7333333333333,0.0198,15.4633333333333,8.16,12.7333333333333,11.31,0.000816666666666667,0.03,113.566666666667,0.661666666666667,NA,1.83333333333333,NA,NA,"07D00F07-E828-4FCC-9BF9-962EE27DD612",18,52,0,3,9,0,3,0,52,30,21,168,7,12
"50",2393,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",73845,2,"SU",93446,53735,"SU9344653735","GB106039017870",48,7.4,1.87,1,1.2,22.5,5,30,5,60,20,NA,NA,NA,"2012-10-04","2010-05-07","2010-09-16",2,FALSE,1,26114,"STANFORD BROOK","SU9344653735",613140,1,"",2010-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604017,"2010-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,23,3.29,9,40.1,4.46,1,1,1,1,1,1,1,7,21,3,0.63,1.86,33.87,0.5,3.15,15.87,5,29,5.8,3,17,5.67,NA,7,0,1,15,6.67,9,39.5,4.39,"No",2010,9,"D6B192BA-295D-4D92-AF2F-55FE06BCDE25","TH-PWER0214",0.2,0.004,14.85,7.415,0.196,7.735,0.000585,0.065,76.65,0.022,NA,NA,NA,NA,"D6B192BA-295D-4D92-AF2F-55FE06BCDE25",50,1,0,1,0,0,0,0,17,4,9,83,0,0
"51",3030,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023233",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2021-04-16",35,FALSE,1,28097,"ODNEY WEIR STREAM","SU9015085330",614365,1,"",2010-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604752,"2010-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,143,5.3,29,149.8,5.17,27,69,2.56,12,5,12,30.67,21,99,4.71,13.39,20,66.95,8.23,14.56,56.52,27,182,6.74,33,233,7.06,25,68,36.76,20,56,35.71,29,151.2,5.21,"No",2010,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",5.62,0.032,19.6966666666667,8.05333333333333,5.59,8.54333333333333,0.00136666666666667,0.0396666666666667,93.5333333333333,0.166,4.59,1,NA,5.6,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",54,317,50,26,58,0,108,0,16,117,38,767,10,166
"52",3416,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",89727,1,"SO",99166,13287,"SO9916613287","GB106039029810",155,2.5,5.61,2,6,52.3,20,31,6,43,180,NA,NA,NA,"2012-10-04","2002-11-29","2012-09-28",19,FALSE,1,29432,"CHURN","SO9916613287",615473,1,"",2010-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",605120,"2010-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,174,6,32,187.2,5.85,26,53,2.04,5,7,7,14.27,24,126,5.25,14.74,20.98,70.26,6.01,11.36,52.9,27,193,7.15,33,252,7.64,36,65,55.38,29,54,53.7,32,191.5,5.98,"No",2010,10,"7132C816-A8E1-46E2-A49B-B38EFB15C491","TH-PUTR0213",8.28,0.0154,13.93,7.93333333333333,8.26666666666667,9.67333333333333,0.000596666666666667,0.03,93.9666666666667,0.0206666666666667,6.38,NA,NA,NA,"7132C816-A8E1-46E2-A49B-B38EFB15C491",183,276,0,44,110,0,60,0,32,116,48,871,20,170
