"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"2271","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK TRIB",132121,2,"TQ",34300,43530,"TQ3430043530",534300,143530,"GB106040018340",,,,,,,,,,,,,,,,2005-05-04,2005-05-04,1,FALSE
"2272","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK TRIB",132122,2,"TQ",35230,44080,"TQ3523044080",535230,144080,"GB106040018340",,,,,,,,,,,,,,,,2005-05-04,2011-09-14,3,FALSE
"2273","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK TRIB",132201,2,"TQ",36600,44100,"TQ3660044100",536600,144100,"GB106040018340",,,,,,,,,,,,,,,,2005-05-04,2005-05-04,1,FALSE
"2274","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","SUSSEX ROTHER","RIVER: Natural/semi-natural flowing fresh watercourse","MINSTEAD STREAM",132241,2,"SU",82344,19623,"SU8234419623",482344,119623,"GB107041012760",,,,,,,,,,,,,,,,2005-05-18,2010-11-24,2,FALSE
"2275","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK TRIB",132261,2,"TQ",36450,45110,"TQ3645045110",536450,145110,"GB106040018340",,,,,,,,,,,,,,,,2005-05-04,2005-05-04,1,FALSE
"2276","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",132641,2,"TQ",45722,35750,"TQ4572235750",545722,135750,"GB106040018070",,,,,,,,,,,,,,,,2005-08-01,2006-11-02,4,FALSE
"2277","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",132662,2,"TQ",43863,34959,"TQ4386334959",543863,134959,"GB106040018070",,,,,,,,,,,,,,,,2005-08-01,2006-11-02,4,FALSE
"2278","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",132681,2,"TQ",41131,35323,"TQ4113135323",541131,135323,"GB106040018070",,,,,,,,,,,,,,,,2005-08-01,2006-11-02,4,FALSE
"2279","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE",132701,1,"TQ",26240,69050,"TQ2624069050",526240,169050,"GB106039023460",15,3,19.7,4,,,,,,,240,,,,2012-10-04,2005-04-04,2005-10-11,2,FALSE
"2280","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","RADWELL BROOK",132721,1,"TL",22800,35700,"TL2280035700",522800,235700,"GB105033037720",50,3.6,2.75,1,,,,,,,,,,,,2005-06-15,2005-06-15,3,FALSE
"2281","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","RADWELL BROOK",132722,1,"TL",21600,38400,"TL2160038400",521600,238400,"GB105033037760",40,2.8,5.25,1,,,,,,,,,,,,2005-06-15,2005-06-15,3,FALSE
"2282","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","SEWELL BROOK",132723,1,"SP",98700,22700,"SP9870022700",498700,222700,"GB105033030530",100,13.3,0.01,1,,,,,,,,,,,,2005-07-08,2005-07-08,3,FALSE
"2283","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","SEWELL BROOK",132724,1,"SP",97800,22900,"SP9780022900",497800,222900,"GB105033030530",90,1.1,0.75,1,,,,,,,,,,,,2005-07-08,2005-07-08,3,FALSE
"2284","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","SEWELL BROOK",132725,1,"SP",97000,23000,"SP9700023000",497000,223000,"GB105033030530",90,1.1,1.7,1,,,,,,,,,,,,2005-07-08,2005-07-08,3,FALSE
"2285","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","BURWELL SPRINGS",132726,1,"TL",10400,29300,"TL1040029300",510400,229300,"GB105033037500",100,21.7,0.01,1,,,,,,,,,,,,2005-06-23,2005-06-23,3,FALSE
"2286","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","BURWELL SPRINGS",132727,1,"TL",10500,29800,"TL1050029800",510500,229800,"GB105033037500",90,26,0.55,1,,,,,,,,,,,,2005-06-23,2005-06-23,3,FALSE
"2287","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","BURWELL SPRINGS",132728,1,"TL",10500,31200,"TL1050031200",510500,231200,"GB105033037500",70,11.6,1.95,1,,,,,,,,,,,,2005-06-23,2005-06-23,3,FALSE
"2288","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","SUNDON BROOK",132729,1,"TL",4700,29400,"TL0470029400",504700,229400,"GB105033037530",90,20,0.01,1,,,,,,,,,,,,2005-06-28,2005-06-28,3,FALSE
"2289","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","SUNDON BROOK",132730,1,"TL",4900,29900,"TL0490029900",504900,229900,"GB105033037530",80,10,0.7,1,,,,,,,,,,,,2005-06-28,2005-06-28,3,FALSE
"2290","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","SUNDON BROOK",132731,1,"TL",5300,30700,"TL0530030700",505300,230700,"GB105033037530",70,16.7,1.5,1,,,,,,,,,,,,2005-06-28,2005-06-28,3,FALSE
"2291","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","RHEE","RIVER: Natural/semi-natural flowing fresh watercourse","RHEE",132733,1,"TL",25600,40600,"TL2560040600",525600,240600,"GB105033038100",40,2,1.8,1,,,,,,,,,,,,2005-07-18,2005-07-18,3,FALSE
"2292","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",132741,2,"TQ",40869,35396,"TQ4086935396",540869,135396,"GB106040018070",,,,,,,,,,,,,,,,2005-08-01,2006-11-01,4,FALSE
"2293","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132784,2,"TR",12954,37530,"TR1295437530",612954,137530,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2294","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132785,2,"TR",12780,37337,"TR1278037337",612780,137337,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2295","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132786,2,"TR",12526,37356,"TR1252637356",612526,137356,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2296","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132787,2,"TR",12427,37295,"TR1242737295",612427,137295,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2297","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132788,2,"TR",12333,37247,"TR1233337247",612333,137247,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2298","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132789,2,"TR",12257,37232,"TR1225737232",612257,137232,"GB107040019640",,,,,,,,,,,,,,,,1979-10-11,2005-04-29,2,FALSE
"2299","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",132790,2,"TR",11967,37028,"TR1196737028",611967,137028,"GB107040019640",,,,,,,,,,,,,,,,2005-04-29,2005-04-29,1,FALSE
"2300","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","LOXWOOD STREAM",132883,2,"SU",96498,36488,"SU9649836488",496498,136488,"GB107041017980",,,,,,,,,,,,,,,,2008-09-03,2008-09-03,1,FALSE
"2301","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","LOXWOOD STREAM",132885,2,"SU",97981,36821,"SU9798136821",497981,136821,"GB107041017980",,,,,,,,,,,,,,,,2008-09-03,2008-09-03,1,FALSE
"2302","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","ARUN",133181,2,"TQ",17080,30040,"TQ1708030040",517080,130040,"GB107041012920",,,,,,,,,,,,,,,,2005-05-19,2005-05-19,1,FALSE
"2303","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WELHAM GREEN BOURNE",133925,1,"TL",23950,5250,"TL2395005250",523950,205250,"GB106039029850",,,,,,,,,,,,,,,,2004-09-08,2004-09-08,1,FALSE
"2304","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","RAVENSBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","QUAGGY",134001,1,"TQ",41030,72100,"TQ4103072100",541030,172100,"GB106039023290",35,5.6,10.53,1,,,,,,,,,,,,2004-03-10,2010-11-22,4,FALSE
"2305","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",134321,2,"TQ",80120,54700,"TQ8012054700",580120,154700,"GB106040018430",,,,,,,,,,,,,,,,2005-05-18,2005-11-16,2,FALSE
"2306","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",134361,2,"TR",280,42380,"TR0028042380",600280,142380,"GB107040019660",40,1.9,20.7,2,,,,,,,194,,,,2012-10-04,2007-10-24,2008-03-18,2,FALSE
"2307","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",134536,2,"TQ",79016,54548,"TQ7901654548",579016,154548,"GB106040018430",29,3,13.3,3,6.7,20.8,55,28,14,3,220.9,,,,2015-01-01,2005-05-18,2021-05-27,19,FALSE
"2308","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","DARENT",134801,2,"TQ",55191,72057,"TQ5519172057",555191,172057,"GB106040024222",,,,,,,,,,,,,,,,1986-12-03,2008-11-05,10,FALSE
"2309","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",134824,2,"TQ",69610,52800,"TQ6961052800",569610,152800,"GB106040018440",,,,,,,,,,,,,,,,2005-10-06,2005-10-06,1,FALSE
"2310","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",134825,2,"TQ",69750,52790,"TQ6975052790",569750,152790,"GB106040018440",,,,,,,,,,,,,,,,2005-10-06,2005-10-06,1,FALSE
"2311","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",134902,1,"SU",91860,39820,"SU9186039820",491860,139820,"GB106039017760",69,10.5,4.51,1,,,,,,,,,,,,2005-08-17,2005-11-21,2,FALSE
"2312","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","SEARLES LAKE STREAM",134945,2,"TQ",43663,25214,"TQ4366325214",543663,125214,"GB107041012710",,,,,,,,,,,,,,,,2005-11-18,2005-11-18,1,FALSE
"2313","SOUTHERN - KENT & E. SUSSEX","SOLENT AND SOUTH DOWNS","OUSE (SUSSEX)","RIVER: Natural/semi-natural flowing fresh watercourse","SEARLES LAKE STREAM",134946,2,"TQ",43910,24750,"TQ4391024750",543910,124750,"GB107041012710",,,,,,,,,,,,,,,,2005-11-18,2005-11-18,1,FALSE
"2314","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",134981,1,"SU",91820,39850,"SU9182039850",491820,139850,"GB106039017760",68,10.5,4.52,1,,,,,,,,,,,,2005-08-17,2005-11-21,2,FALSE
"2315","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",134982,1,"SU",91780,40270,"SU9178040270",491780,140270,"GB106039017760",64,6.5,4.89,1,,,,,,,,,,,,2005-08-17,2005-11-21,2,FALSE
"2316","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",134983,1,"SU",91930,40290,"SU9193040290",491930,140290,"GB106039017760",63,10.5,5.35,1,,,,,,,113,,,,2012-10-04,2005-08-17,2005-11-21,2,FALSE
"2317","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","ROYAL MILITARY CANAL (1)","RIVER: Natural/semi-natural flowing fresh watercourse","CRADLEBRIDGE SEWER",135061,2,"TQ",94950,33750,"TQ9495033750",594950,133750,"GB107040019530",,,,,,,,,,,,,,,,2002-05-21,2008-09-23,6,FALSE
"2318","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",135321,1,"SU",91102,79586,"SU9110279586",491102,179586,"GB106039023231",,,,,,,,,,,,,,,,2005-08-12,2008-11-21,5,FALSE
"2319","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",135322,1,"SU",91178,79625,"SU9117879625",491178,179625,"GB106039023231",,,,,,,,,,,,,,,,2005-08-12,2008-09-26,4,FALSE
"2320","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",135341,1,"SU",91226,79474,"SU9122679474",491226,179474,"GB106039023231",23,0.3,190,,,,,,,,210,,,,2012-10-04,2005-08-12,2008-11-21,3,FALSE
"2321","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",135389,2,"TQ",77300,55370,"TQ7730055370",577300,155370,"GB106040018430",,,,,,,,,,,,,,,,2005-05-18,2007-11-07,3,FALSE
"2322","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",135429,2,"TQ",84500,52650,"TQ8450052650",584500,152650,"GB106040018430",,,,,,,,,,,,,,,,2005-05-18,2005-11-16,2,FALSE
"2323","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","MAGPIE TRIBUTARY",135430,2,"TQ",18985,28600,"TQ1898528600",518985,128600,"GB107041012920",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,2,FALSE
"2324","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","MAGPIE TRIBUTARY",135431,2,"TQ",18964,28693,"TQ1896428693",518964,128693,"GB107041012920",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2325","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","MAGPIE TRIBUTARY",135432,2,"TQ",18981,28902,"TQ1898128902",518981,128902,"GB107041012920",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2326","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","NORTH RIVER TRIB",135471,2,"TQ",12410,34253,"TQ1241034253",512410,134253,"GB107041017990",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2327","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","NORTH RIVER TRIB",135472,2,"TQ",12395,34237,"TQ1239534237",512395,134237,"GB107041017990",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2328","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","NORTH RIVER TRIB",135473,2,"TQ",12393,34264,"TQ1239334264",512393,134264,"GB107041017990",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2329","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LITTLE STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","NAILBOURNE (LITTLE STOUR)",135509,2,"TR",16519,41223,"TR1651941223",616519,141223,"GB107040019590",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2330","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LITTLE STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","NAILBOURNE (LITTLE STOUR)",135515,2,"TR",16181,40917,"TR1618140917",616181,140917,"GB107040019590",,,,,,,,,,,,,,,,2006-01-31,2006-01-31,1,FALSE
"2331","THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",135537,1,"SU",63696,75775,"SU6369675775",463696,175775,"GB106039023300",40,1.5,22.6,1,8.8,42,9,73,13,5,221,,,,2013-02-01,2005-05-05,2013-09-06,4,FALSE
"2332","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","SUSSEX ROTHER",135543,2,"SU",76681,25626,"SU7668125626",476681,125626,"GB107041012840",,,,,,,,,,,,,,,,2005-08-12,2005-08-12,1,FALSE
"2333","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","ARUN",135770,2,"TQ",3659,21654,"TQ0365921654",503659,121654,"GB107041017950",,,,,,,,,,,,,,,,2005-04-14,2007-05-08,4,FALSE
"2334","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","PARSONS BROOK",135850,2,"TQ",12823,26410,"TQ1282326410",512823,126410,"GB107041012290",,,,,,,,,,,,,,,,2006-03-08,2006-03-08,1,FALSE
"2335","ANGLIAN - NORTHERN","LINCOLNSHIRE AND NORTHAMPTONSHIRE","UPPER NENE","RIVER: Natural/semi-natural flowing fresh watercourse","HARDINGSTONE DYKE",135930,1,"SP",77249,59245,"SP7724959245",477249,259245,"GB105032045050",,,,,,,,,,,,,,,,2008-03-04,2008-03-04,1,FALSE
"2336","ANGLIAN - NORTHERN","LINCOLNSHIRE AND NORTHAMPTONSHIRE","UPPER NENE","RIVER: Natural/semi-natural flowing fresh watercourse","HARDINGSTONE DYKE",135931,1,"SP",77249,59246,"SP7724959246",477249,259246,"GB105032045050",,,,,,,,,,,,,,,,2008-03-04,2008-03-04,1,FALSE
"2337","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",141651,2,"TR",14571,58080,"TR1457158080",614571,158080,"GB107040019743",15,1.8,45,5,,,,,,,218.8,,,,2012-10-04,1978-09-29,2008-10-22,3,FALSE
"2338","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","PARSONS BROOK",141670,2,"TQ",12899,26446,"TQ1289926446",512899,126446,"GB107041012290",,,,,,,,,,,,,,,,2006-03-08,2006-03-08,1,FALSE
"2339","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","PARSONS BROOK",141675,2,"TQ",12680,26296,"TQ1268026296",512680,126296,"GB107041012290",,,,,,,,,,,,,,,,2006-03-08,2006-03-08,1,FALSE
"2340","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",141722,2,"TQ",76700,55620,"TQ7670055620",576700,155620,"GB106040018430",,3,15.9,3,,,,,,,,,,,,2005-05-18,2009-07-23,3,FALSE
"2341","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",141743,2,"TR",8400,38100,"TR0840038100",608400,138100,"GB107040019640",,,,,,,,,,,,,,,,1979-10-15,2006-07-04,7,FALSE
"2342","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","EAST STOUR",141756,2,"TR",2853,39722,"TR0285339722",602853,139722,"GB107040019640",38,0.7,13.2,3,,,,,,,,,,,,1979-10-17,2013-10-15,3,FALSE
"2343","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","LAMPEN STREAM",141782,2,"TR",20378,59590,"TR2037859590",620378,159590,"GB107040019790",5,1.6,3.5,1,6,3.5,0,47,30,23,207,,,,2012-10-04,1983-01-18,2010-10-12,5,FALSE
"2344","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","CHARING STREAM",141787,2,"TQ",95482,48681,"TQ9548248681",595482,148681,"",,,,,,,,,,,,,,,,1976-08-16,2002-08-26,2,FALSE
"2345","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","CHARING STREAM",141789,2,"TQ",95390,48281,"TQ9539048281",595390,148281,"",,,,,,,,,,,,,,,,1976-08-16,2001-08-23,2,FALSE
"2346","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","DARENT",141819,2,"TQ",53145,64337,"TQ5314564337",553145,164337,"GB106040024222",40,1,21.97,2,,,,,,,,,,,,2006-04-13,2013-10-24,9,FALSE
"2347","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","DARENT",141820,2,"TQ",53103,64300,"TQ5310364300",553103,164300,"GB106040024222",40,1,22.02,2,,,,,,,,,,,,2006-04-13,2013-10-24,7,FALSE
"2348","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",141994,2,"TQ",46795,67285,"TQ4679567285",546795,167285,"GB106040023990",45,4,0.5,2,,,,,,,,,,,,2006-05-24,2008-10-21,4,FALSE
"2349","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",141995,2,"TQ",46849,67283,"TQ4684967283",546849,167283,"GB106040023990",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
"2350","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",141996,2,"TQ",44279,71643,"TQ4427971643",544279,171643,"GB106040024210",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
"2351","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",141997,2,"TQ",44695,71482,"TQ4469571482",544695,171482,"GB106040024210",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
"2352","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",141998,2,"TQ",45849,73784,"TQ4584973784",545849,173784,"GB106040024210",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
"2353","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",141999,2,"TQ",46833,75221,"TQ4683375221",546833,175221,"GB106040024210",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
"2354","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","SPRING SYSTEM","CRAY SPRINGS",142000,2,"TQ",45692,69175,"TQ4569269175",545692,169175,"GB106040023990",,,,,,,,,,,,,,,,2006-05-24,2006-10-10,2,FALSE
